date,prcp(mm/day),tmean(C),srad(W/m2),vp(Pa),GW(feet)
24/9/1994,0,20.685,361.21,1639.49,6
25/9/1994,0,21.53,327.63,1813.6,6.27
26/9/1994,0,23.2,293.38,2108.41,6.44
27/9/1994,0,23.31,290.34,2121.94,6.56
28/9/1994,0,20.835,355.35,1670.96,6.71
29/9/1994,0,19.13,365.61,1461.61,6.85
30/9/1994,0,15.705,426,1034.49,7.01
1/10/1994,0,17.285,413.66,1173.56,7.14
2/10/1994,0,19.82,386.89,1427.72,7.23
3/10/1994,0,18.845,303.87,1568.33,7.3
4/10/1994,0,12.09,365.69,916.73,7.37
5/10/1994,0,12.715,387.8,910.27,7.37
6/10/1994,0,13.35,362.75,976.5,7.47
7/10/1994,0,12.66,402.75,835.86,7.54
8/10/1994,0,14.82,398.02,954.9,7.62
9/10/1994,0,18.14,384.96,1222.29,7.7
10/10/1994,0,18.845,340.43,1398.22,7.76
11/10/1994,0,11.29,304.89,923.61,7.81
12/10/1994,0,12.105,343.29,913.18,7.87
13/10/1994,0,14.425,318.67,1114.21,7.92
14/10/1994,23.76,17.05,146,1573.64,7.97
15/10/1994,13.92,15.78,110.81,1535.32,8
16/10/1994,0,13.44,343.79,987.54,6.49
17/10/1994,0,12.07,380.64,800,5.29
18/10/1994,0,12.5,396.55,759.69,5.46
19/10/1994,0,14.145,387.46,857.89,5.65
20/10/1994,0,15.625,344.69,1092.38,5.81
21/10/1994,7.24,16.49,235.6,1238.66,5.96
22/10/1994,0,15.615,345.87,1061.38,6.03
23/10/1994,2.35,16.83,299.7,1172.72,6.15
24/10/1994,0,17,318.27,1224.86,6.28
25/10/1994,0,16.215,323.78,1137.73,6.36
26/10/1994,0,15.9,306.83,1154.37,6.48
27/10/1994,0,7.765,271.21,719.86,6.58
28/10/1994,0,8.41,332.27,637.58,6.68
29/10/1994,0,11.04,346.26,715.7,6.81
30/10/1994,0,15.645,329.8,1006.08,6.91
31/10/1994,6.32,19.23,182.88,1564.28,6.96
1/11/1994,10.63,19.775,147.96,1752.66,7
2/11/1994,0.02,14.45,314.32,955.7,7.01
3/11/1994,0,10.96,334.05,717.72,7.06
4/11/1994,0,13.79,342.01,794.79,7.06
5/11/1994,0,16.11,314.56,1021.08,7.27
6/11/1994,0,18.97,253.11,1444.28,7.33
7/11/1994,0,16.25,267.04,1200,7.35
8/11/1994,0,10.985,317.77,718.14,7.39
9/11/1994,0,14.56,301.47,940.35,7.41
10/11/1994,0,16.845,250.27,1269.12,7.53
11/11/1994,5.46,9.57,199.21,750.49,7.56
12/11/1994,0,6.895,290.23,573.11,7.56
13/11/1994,0,9.185,305.7,612.81,7.59
14/11/1994,0,12.27,312.28,708.9,7.67
15/11/1994,0,14.265,290.3,882.12,7.72
16/11/1994,0,14.805,230.83,1107.88,7.75
17/11/1994,11.74,12.78,74.62,1269.3,7.8
18/11/1994,12.21,14.465,67.79,1426.31,7.83
19/11/1994,7.51,15.66,100.13,1429.89,7.72
20/11/1994,0,12.495,264.94,874.79,7.42
21/11/1994,0,14.625,235.08,1095.33,7.24
22/11/1994,16.04,16.62,154.47,1329.51,7.26
23/11/1994,0,10.705,249.5,800,7.42
24/11/1994,0,4.22,249.82,518.06,7.4
25/11/1994,0,5.255,228.33,589.96,7.33
26/11/1994,0,7.21,246.2,639.79,7.42
27/11/1994,0,9.28,154.32,916.35,7.47
28/11/1994,10.43,14.335,151.46,1163.14,7.52
29/11/1994,2.2,13.6,219.88,1020.34,7.55
30/11/1994,4.72,9.48,112.18,920,7.4
1/12/1994,0,6.8,262.68,579.62,7.06
2/12/1994,0,6.68,268.54,560,6.95
3/12/1994,0,8.76,274.33,614.65,6.86
4/12/1994,0,13.03,257.75,883.69,6.86
5/12/1994,7.4,17.425,122.72,1510.25,6.83
6/12/1994,0,16.98,202.48,1356.88,6.82
7/12/1994,0,16.95,219.84,1297.29,6.82
8/12/1994,0,15.13,260.5,986.9,6.81
9/12/1994,0,5.355,231.8,585.17,6.05
10/12/1994,4.61,7.71,150.51,745.88,5.14
11/12/1994,5.64,11.205,135.09,981.77,5.11
12/12/1994,0,3.715,232.21,520.52,5.21
13/12/1994,1.76,2.98,184,562.05,5.26
14/12/1994,2.41,5.385,116.6,741.26,5.25
15/12/1994,0,7.59,160.28,816.27,5.21
16/12/1994,0,6.425,145.77,791.39,5.19
17/12/1994,2.87,7.65,138.26,801.52,5.17
18/12/1994,3.74,9.475,121.79,925.53,5.19
19/12/1994,0,7.57,232.75,708.79,5.26
20/12/1994,0,3.935,268.34,480,5.32
21/12/1994,0,5.025,272.11,502.76,5.3
22/12/1994,0,7.21,267.12,593.15,5.31
23/12/1994,0.92,10.58,151.63,993.43,5.44
24/12/1994,0,11.235,138.39,1101.23,5.44
25/12/1994,0,9.47,128.78,984.91,5.53
26/12/1994,0,8.075,205.44,797.37,5.55
27/12/1994,0,6.635,270.24,581.39,5.51
28/12/1994,0,6.835,282.54,541.26,5.47
29/12/1994,0,7.97,282.13,582.41,5.59
30/12/1994,0,6.33,227.86,640,5.7
31/12/1994,0,4.665,244.09,560,5.81
1/1/1995,3.63,9.35,179.16,800.66,5.86
2/1/1995,0,8.965,236.87,799.73,5.9
3/1/1995,0,2.125,254.42,461.09,6
4/1/1995,0,0.975,229.27,449.78,6.13
5/1/1995,0,-1.11,265.15,360,6.12
6/1/1995,0,-3.34,276.17,280,6.01
7/1/1995,28.11,5.93,234.94,439.37,6.16
8/1/1995,0,7.66,258.64,705.75,6.28
9/1/1995,0,3.53,240.14,560,6.28
10/1/1995,0,4.82,280.43,538.63,6.31
11/1/1995,0,5.75,283.89,571.08,6.45
12/1/1995,0.08,10.23,272.16,806.11,6.4
13/1/1995,0,12.465,279.4,920,5.05
14/1/1995,1.83,15.135,260.67,1094.05,4.49
15/1/1995,17.15,17.965,151.67,1566.83,4.5
16/1/1995,20.11,14.87,156.4,1282.61,4.57
17/1/1995,6.15,8.865,184.05,799.92,4.62
18/1/1995,0,8.65,196.15,871.41,4.66
19/1/1995,0.95,8.27,156.35,898.42,4.7
20/1/1995,10.8,8.415,133.72,889.81,4.73
21/1/1995,0,5.525,215.11,680.35,4.13
22/1/1995,0,3.97,283.13,520,3.16
23/1/1995,0,2.74,222.29,559.63,2.7
24/1/1995,2.38,1.76,164.33,539.1,2.85
25/1/1995,0,1.925,260.1,480.12,2.9
26/1/1995,0,2.05,282.53,475.42,2.58
27/1/1995,0,0.73,324.19,360.44,2.75
28/1/1995,0,1.935,287.29,464.07,2.94
29/1/1995,7.64,2.19,141.34,566.25,2.99
30/1/1995,1.18,1.245,106.88,593.96,3.03
31/1/1995,2.13,2.25,154.59,596.22,3.11
1/2/1995,0,5.33,292.28,600,3.16
2/2/1995,0,8.225,312.45,710.72,3.22
3/2/1995,0,6.77,304.35,640,3.12
4/2/1995,7.09,5.03,202.13,629.18,2.89
5/2/1995,0,1.255,266.98,480,2.91
6/2/1995,0,-4.3,339.69,280,3.03
7/2/1995,0,-4.96,342.53,266.8,3.03
8/2/1995,2.06,-2.77,363.12,318.8,3.12
9/2/1995,0,-4.29,371.84,280,3.21
10/2/1995,0,-1.585,334.89,379.49,3.27
11/2/1995,3.04,3.01,166.32,623.08,3.25
12/2/1995,0,5.24,300.8,638.23,3.38
13/2/1995,0,-1.33,358.45,358.57,3.47
14/2/1995,0,-0.65,329.46,403.17,3.49
15/2/1995,9.97,2.42,215.89,549.6,3.56
16/2/1995,39.41,5.095,213.04,658.51,3.65
17/2/1995,29.8,6.665,179.35,800,3.65
18/2/1995,11.07,5.34,166.44,720,3.65
19/2/1995,11.7,5.795,175.78,743.04,3.21
20/2/1995,0,9.79,342.68,845.73,3.08
21/2/1995,0,10.075,359.37,835.58,3.19
22/2/1995,0,5.515,401.94,553.4,3.13
23/2/1995,0,7.21,391.74,631.52,3.13
24/2/1995,0,12.7,384.09,921.36,3.13
25/2/1995,0,4.34,421.56,475.57,3.13
26/2/1995,0,6.39,405.76,586.14,3.13
27/2/1995,0,11.955,416.21,800,3.13
28/2/1995,6.18,12.375,269.04,979.8,3.13
1/3/1995,30.54,12.725,238.82,1081.64,3.13
2/3/1995,4.76,5.775,210.87,720,3.13
3/3/1995,0,3.915,347.01,560,3.13
4/3/1995,6.66,3.04,122.91,649.49,3.13
5/3/1995,0.89,5.815,239.48,735.68,3.13
6/3/1995,7.11,9.44,230.27,916.8,3.13
7/3/1995,6.35,12.105,270.05,1000,3.13
8/3/1995,8.33,16.03,311.16,1160,3.13
9/3/1995,31.66,10.62,355.15,604.41,3.13
10/3/1995,0,2.235,396.98,479.96,3.13
11/3/1995,0,4.03,440.63,488,3.13
12/3/1995,0,9.625,474.19,618.09,3.13
13/3/1995,0,11.805,473.32,720,3.13
14/3/1995,0,13.22,464.83,805.1,3.13
15/3/1995,0,14.385,465.26,880.66,2.6
16/3/1995,0,15.18,454.44,953.51,2.55
17/3/1995,0,17.46,432.32,1193.89,2.55
18/3/1995,0,15.095,446.92,972.95,2.81
19/3/1995,0,8.145,436.27,639.16,2.95
20/3/1995,0,10.475,466.07,681.06,3.07
21/3/1995,9.63,14.31,314.15,987,3.15
22/3/1995,0,15.19,430.7,1018.27,3.21
23/3/1995,0,14.61,469.4,878.65,3.27
24/3/1995,0,8.285,324.15,789.26,3.34
25/3/1995,0,8.55,413.92,694.56,3.37
26/3/1995,0,8.37,456.7,615.3,3.45
27/3/1995,0,12.76,395.02,949.42,3.5
28/3/1995,0,11.38,427.84,814.26,3.55
29/3/1995,0,10.055,458.01,720,3.57
30/3/1995,0,11.55,408.71,870.93,3.65
31/3/1995,0,12.98,400.52,956.42,3.68
1/4/1995,0,10.835,376.85,874.67,3.77
2/4/1995,0,9.535,382.85,795.4,3.86
3/4/1995,0,8.405,472.67,600,3.91
4/4/1995,0,12.26,468.69,788.89,3.92
5/4/1995,0,12.11,480.45,747.35,3.99
6/4/1995,0,8.645,395.56,720,4.04
7/4/1995,0,11.1,452.99,754.69,4.07
8/4/1995,0,15.71,487.41,931.66,4.13
9/4/1995,0,19.39,460.27,1262.73,4.18
10/4/1995,0,19.725,407.19,1423,4.23
11/4/1995,0,12.355,338.66,1000,4.3
12/4/1995,0,15.64,402.86,1148.9,4.3
13/4/1995,19.3,19.105,256.78,1556.63,4.32
14/4/1995,0,13.705,494.91,840.56,4.4
15/4/1995,0,10.7,488.75,713.95,4.39
16/4/1995,0,12.265,482.67,798.68,4.43
17/4/1995,0,16.555,459.27,1119.47,4.5
18/4/1995,0,16.455,424.23,1191.49,4.53
19/4/1995,0,19.42,432.61,1397.46,4.58
20/4/1995,0,23.795,409.18,1885,4.62
21/4/1995,0,21.75,420.49,1638.06,4.62
22/4/1995,0,21.98,426.54,1663.67,4.6
23/4/1995,0,19.75,485.83,1295.92,4.72
24/4/1995,11.43,9.725,147.11,1007.18,4.79
25/4/1995,6.6,9.51,212.12,919.04,4.83
26/4/1995,0,12.295,483.23,830.44,4.89
27/4/1995,0,14.56,489.13,945.19,4.93
28/4/1995,0,17.035,437.15,1245.23,4.99
29/4/1995,0,16.04,480.3,1078.41,5.12
30/4/1995,0,17.125,452.03,1221.63,5.16
1/5/1995,1.62,16.96,412.32,1229.03,5.24
2/5/1995,20.29,13.215,216.97,1175.72,5.25
3/5/1995,0.28,10.325,289.05,957.33,5.1
4/5/1995,0,13.2,446.98,960,5.19
5/5/1995,1.06,16.385,411.45,1269.31,5.32
6/5/1995,0,16.07,450.26,1178.17,5.35
7/5/1995,0,15.405,493.28,1040,5.38
8/5/1995,0,15.45,497.28,1040.39,5.46
9/5/1995,0,14.75,510.09,960,5.45
10/5/1995,7.82,18.08,323.16,1375.32,5.37
11/5/1995,6.79,22.08,257.49,1941.44,5.07
12/5/1995,0,21.955,422.34,1758.5,5.07
13/5/1995,0,18.475,437.4,1395.76,5.11
14/5/1995,0.38,20.405,343.43,1763.69,5.11
15/5/1995,13.03,19.63,233.42,1760,5.22
16/5/1995,0,19.53,466.58,1443.66,5.29
17/5/1995,0,21.23,409.44,1755.12,5.39
18/5/1995,0,24.605,325.69,2340.53,5.46
19/5/1995,0,25.89,374.81,2396.29,5.54
20/5/1995,12.09,18.41,387.52,1265.24,5.59
21/5/1995,0,18.845,508.67,1252.14,5.25
22/5/1995,0,19.925,497.26,1376.67,5.2
23/5/1995,0,19.465,514.67,1276.88,5.03
24/5/1995,0,20.435,506.72,1355.87,5.11
25/5/1995,0,22.25,486.03,1565.85,4.97
26/5/1995,8.04,24.23,327.57,2000,4.91
27/5/1995,13.73,21.955,294.27,1880,5.06
28/5/1995,1.48,18.18,268.1,1698.05,5.15
29/5/1995,7.71,18.73,205.96,1749.24,5.31
30/5/1995,0,24.1,391.24,2151.82,5.25
31/5/1995,0,20.495,503.04,1396.7,5.3
1/6/1995,0,20.02,500.91,1351.22,5.44
2/6/1995,0,22.34,471.51,1629.37,5.52
3/6/1995,4,23.815,280.01,2142.01,5.67
4/6/1995,5.26,23.955,255.28,2257.37,5.72
5/6/1995,0,24.045,377.84,2167.77,5.81
6/6/1995,34.61,23.03,216.64,2259.22,5.94
7/6/1995,21.01,22.71,198.71,2274.73,5.92
8/6/1995,0,25.77,414.82,2285.49,5.83
9/6/1995,2.21,26.635,367.83,2412.25,5.94
10/6/1995,8.92,24.485,305.71,2197.44,6.08
11/6/1995,4.15,24.22,290.43,2223,6.08
12/6/1995,14.18,25.14,300.25,2302.12,6.2
13/6/1995,37.21,20.095,311.8,1697.67,6.28
14/6/1995,5.67,17.795,318.33,1442.54,6.36
15/6/1995,0,20.28,487.3,1556.14,6.3
16/6/1995,0,20.61,498.64,1545.36,6.26
17/6/1995,0,19.53,523.11,1364.72,4.81
18/6/1995,0,21.515,462,1714.36,2.56
19/6/1995,0,22.99,385.42,2072.96,2.22
20/6/1995,2.92,23.235,258.6,2211.01,2.68
21/6/1995,0,22.755,379.83,2075.84,2.91
22/6/1995,8.5,23.395,258.82,2235.96,2.45
23/6/1995,0.88,23.72,327.12,2281.96,2.75
24/6/1995,0,25.11,378.37,2392.93,2.2
25/6/1995,6.72,25.15,306.83,2319.72,1.95
26/6/1995,23.69,24.96,319.3,2281.1,2.43
27/6/1995,12.37,24.895,258.63,2446.12,2.75
28/6/1995,5.45,25.525,234.39,2612.38,3.03
29/6/1995,6.79,24.955,254.76,2471.01,3.2
30/6/1995,24.82,24.67,259.91,2424.61,3.28
1/7/1995,0.25,24.925,377.48,2395.85,3.32
2/7/1995,15.07,24.805,293.21,2356.6,3.41
3/7/1995,0,23.675,433.08,2121.08,3.47
4/7/1995,5.45,24.685,375.7,2279.24,3.51
5/7/1995,43.85,25.73,317.27,2395.79,3.63
6/7/1995,0,25.5,433.93,2320,3.45
7/7/1995,6.69,25.135,319.42,2301.36,2.78
8/7/1995,0,25.28,418.65,2329.6,2.99
9/7/1995,0,23.875,468.09,2040.79,3.11
10/7/1995,0,23.47,444.22,2065.5,3.19
11/7/1995,13.35,24.485,343.68,2117.83,3.22
12/7/1995,0,24.99,454.61,2196.83,3.07
13/7/1995,0,24.78,481.25,2084.75,3.21
14/7/1995,0,25.725,461.11,2255.4,3.34
15/7/1995,0,27.59,415.87,2646.72,3.45
16/7/1995,0,28.83,392.06,2915.31,3.45
17/7/1995,0,28.475,414.3,2791.7,3.51
18/7/1995,0,28.235,401.29,2806.21,2.22
19/7/1995,0,27.725,408.2,2711.25,2.58
20/7/1995,0,26.51,463.31,2335.31,2.31
21/7/1995,0,27.755,425.4,2641.21,2.59
22/7/1995,14.66,27.345,297.91,2670.32,2.83
23/7/1995,0.37,27.69,372.15,2760.4,2.83
24/7/1995,0,28.8,412.04,2815.66,2.92
25/7/1995,2.82,28.3,357.16,2730.71,3.09
26/7/1995,0,28.615,393.67,2847.52,3.25
27/7/1995,0,28.32,372.97,2864.19,3.41
28/7/1995,0,28.085,397.83,2747.09,3.56
29/7/1995,0,27.565,406.16,2640,3.7
30/7/1995,0,28.25,408.02,2720,3.82
31/7/1995,0,27.635,434.93,2523.86,3.9
1/8/1995,0,27.23,431.42,2472.81,4.03
2/8/1995,0,27.33,425.56,2503.86,4.19
3/8/1995,0,27.29,428.12,2479.59,4.23
4/8/1995,0,27.985,401.95,2667.99,3.38
5/8/1995,0,28.365,392.67,2749.67,3.45
6/8/1995,0,28.44,361.71,2856.87,3.62
7/8/1995,5.84,26.205,285.64,2480,3.75
8/8/1995,0,21.75,377.75,1920.73,3.88
9/8/1995,0,22.42,338.4,2101.17,4.03
10/8/1995,16.87,23.24,186.7,2369.21,4.12
11/8/1995,13.79,24.925,264.31,2394.15,4.23
12/8/1995,3.01,25.64,381.65,2300.12,4.36
13/8/1995,0,28.185,433.96,2582.04,4.49
14/8/1995,0,29.135,394.5,2860.77,4.49
15/8/1995,0,27.685,436.6,2488.65,4.59
16/8/1995,0,26.005,420.84,2320,4.69
17/8/1995,0,27.195,358.66,2690.18,4.8
18/8/1995,0,28.09,388.46,2720,4.92
19/8/1995,0,25.485,480.79,2013.99,5.04
20/8/1995,0,22.38,499.21,1624.02,5.17
21/8/1995,0,22.54,492.44,1640,5.23
22/8/1995,0,24.97,476.41,1919.84,5.28
23/8/1995,0,26.635,423.55,2318.57,5.23
24/8/1995,0,25.525,424.25,2190.31,5.25
25/8/1995,0,26.765,417.44,2339.47,5.4
26/8/1995,0,25.235,372.64,2302.19,5.55
27/8/1995,0.58,24.66,276.38,2461.31,5.71
28/8/1995,43.14,24.35,110.23,2718.67,5.83
29/8/1995,0,23.25,376.03,2080,5.94
30/8/1995,0,23.745,417.9,2000,6.02
31/8/1995,0,25,419.38,2120,6.17
1/9/1995,0,25.875,378.28,2359.97,6.31
2/9/1995,11,23.79,324.27,1920,6.42
3/9/1995,0,20.53,450.18,1565.08,6.48
4/9/1995,0,20.575,464.09,1481.09,6.56
5/9/1995,0,21.085,458.9,1560,6.47
6/9/1995,0,21.39,448.7,1596.45,6.47
7/9/1995,0,21.9,392.3,1797.89,5.78
8/9/1995,15.63,22.235,197.47,2135.93,6.01
9/9/1995,10.03,23.845,214.4,2294.25,6.22
10/9/1995,0,23.8,330.79,2169.47,6.35
11/9/1995,0,20.52,407.81,1603.58,6.29
12/9/1995,0,20.025,394.74,1592.14,5.61
13/9/1995,0,21.795,398.31,1746.11,5.46
14/9/1995,0,24.57,364.25,2146.37,5.77
15/9/1995,0,24.57,337.44,2234.51,6
16/9/1995,0,22.83,313.23,2083.44,6.16
17/9/1995,11.26,21.65,166.41,2124.04,6.16
18/9/1995,5.18,20.84,250.06,1794.81,6.06
19/9/1995,0,20.385,339.07,1752.27,6.25
20/9/1995,0,20.24,376.32,1641.45,6.41
21/9/1995,0,21.275,371.39,1763.74,6.52
22/9/1995,11.69,23.01,255.34,2053.57,6.61
23/9/1995,24.32,20.01,334.17,1377.22,6.56
24/9/1995,4.41,13.935,214.02,1255.95,6.51
25/9/1995,0,17.23,354.84,1405.72,6.48
26/9/1995,0,19.165,328.16,1635.26,6.67
27/9/1995,0.02,19.355,310.21,1686.45,6.84
28/9/1995,0,18.36,408.24,1344.32,6.94
29/9/1995,0,19.11,389.5,1438.31,7.02
30/9/1995,0,19.41,347.02,1591.01,7.11
1/10/1995,0,18.215,372.86,1402.93,7.22
2/10/1995,0,19.15,396.89,1400.15,7.2
3/10/1995,0,21.5,394.68,1598.55,7.16
4/10/1995,0.21,21.835,319.14,1877.68,7.27
5/10/1995,63.56,22.915,165.09,2278.47,7.34
6/10/1995,12.49,24.325,167.63,2461.98,7.39
7/10/1995,0.3,23.795,211.79,2411.14,7.46
8/10/1995,0,20.475,333.03,1711.58,7.52
9/10/1995,0,16.615,386.27,1215.69,7.5
10/10/1995,0,17.71,347.81,1387.16,7.34
11/10/1995,0,19.49,286.63,1707.06,7.44
12/10/1995,0,19.65,338.68,1583.52,7.44
13/10/1995,0,19.39,360.22,1462.34,7.49
14/10/1995,0,20.705,320.61,1720.36,7.58
15/10/1995,18,19.105,282.58,1360,7.63
16/10/1995,0,12.615,379.09,913.84,7.68
17/10/1995,0,11.945,389.53,807.19,7.73
18/10/1995,0,11.92,399.59,760.26,7.78
19/10/1995,0,13.985,395.65,851.02,7.78
20/10/1995,0,16.955,356.06,1186.06,7.85
21/10/1995,11.13,17.37,244.96,1300.24,7.76
22/10/1995,0,11.71,359.77,804.52,7.48
23/10/1995,0,13.26,373.21,841.29,7.43
24/10/1995,0,15.225,361.3,970.13,7.17
25/10/1995,0,17.985,299.29,1370.31,6.65
26/10/1995,0,15.17,309.13,1125.36,6.8
27/10/1995,0,16.05,314.65,1160.05,6.91
28/10/1995,19.72,18.52,218.07,1402.88,7.02
29/10/1995,0,14.125,314.07,1003.92,7.13
30/10/1995,0,10.835,344.05,720,7.21
31/10/1995,0,11.95,290.22,913.74,7.23
1/11/1995,3.3,14.62,154.35,1284.95,6.21
2/11/1995,11.52,17.95,95.47,1755.09,6.2
3/11/1995,9.28,20.125,101.32,1984.15,6.41
4/11/1995,5.91,14.12,255.72,858.45,6.51
5/11/1995,0,4.6,287.36,543.86,6.61
6/11/1995,0,4.675,238.41,600.38,6.64
7/11/1995,12.66,8.335,191.52,743.76,6.44
8/11/1995,27.46,10.775,155.84,954.54,6.5
9/11/1995,0,4.265,292.09,519.66,6.6
10/11/1995,0,4.03,280.41,518.89,6.65
11/11/1995,0,9.445,300.52,690.29,6.71
12/11/1995,18.48,9.75,225.07,708.06,6.78
13/11/1995,0,5.02,269.29,560,6.84
14/11/1995,13.64,6.96,165.24,711.79,6.41
15/11/1995,6.56,5.155,131.7,705.24,6.45
16/11/1995,0,3.28,278.49,480,6.57
17/11/1995,0,4.485,271.57,520,6.6
18/11/1995,0,4.57,266.95,541.55,6.56
19/11/1995,0,7.54,238.11,719.4,6.56
20/11/1995,0,6.4,295.03,558.89,6.22
21/11/1995,0,8.005,263.2,681.96,4.44
22/11/1995,0,6.305,288.66,560,4.28
23/11/1995,0,3.785,274.09,480,4.28
24/11/1995,0,7.54,269.55,636.21,4.3
25/11/1995,2.96,5.175,140.96,656.57,4.14
26/11/1995,0,4.88,283.88,501.07,3.47
27/11/1995,0,8.16,280.11,627.01,3.47
28/11/1995,0,14.71,227.16,1158.16,3.51
29/11/1995,2.29,13.01,261.27,839.82,3.43
30/11/1995,0.62,2.345,186.69,543.28,3.19
1/12/1995,0,4.625,247.61,556.07,3.2
2/12/1995,0,10.1,262.22,739.48,2.9
3/12/1995,0,9.5,289.42,600,2.85
4/12/1995,0,10.81,275.52,712.09,3.01
5/12/1995,2.24,7.405,251.87,600,3.12
6/12/1995,0,8.23,214.1,741.89,3.16
7/12/1995,8.44,7.095,180.08,638.47,3.23
8/12/1995,5.38,0.71,154.25,440,3.28
9/12/1995,17.1,2.495,162.27,487.42,3.3
10/12/1995,3.4,1.81,166.23,491.81,3.4
11/12/1995,0,-2.125,161.24,397.55,3.45
12/12/1995,0,-1.09,188,404.04,3.5
13/12/1995,0,2.055,182.77,522.17,3.5
14/12/1995,0,5.755,222.67,605.17,3.54
15/12/1995,0,10.145,256.87,724.4,3.58
16/12/1995,0,13.15,232.63,957.72,3.64
17/12/1995,7.28,5.12,178.66,560,3.67
18/12/1995,0,2.115,203.84,484.74,3.75
19/12/1995,11.99,2.59,97.31,596.54,3.79
20/12/1995,3.13,2.37,84.99,606.86,3.79
21/12/1995,0,-0.065,211.97,430.35,3.88
22/12/1995,0,0.22,220.41,435.21,3.91
23/12/1995,0,-0.565,232.95,378.79,3.97
24/12/1995,0,-1.005,215.67,395.16,4.03
25/12/1995,0,-1.155,232.19,360,4.08
26/12/1995,0,-1.215,193.06,405.22,3.93
27/12/1995,0,-0.97,213.01,399.6,3.8
28/12/1995,0,-0.595,244.6,360,3.43
29/12/1995,0,0.27,242.91,407.68,3.13
30/12/1995,0,1.63,276.27,395.99,3.23
31/12/1995,1,4.435,268.56,495.42,3.32
1/1/1996,2.78,7.06,96.5,849.8,3.32
2/1/1996,1.73,7.325,92.67,915.23,3.37
3/1/1996,7.26,7.91,88.37,916.59,3.39
4/1/1996,0,4.51,283.93,478.45,3.43
5/1/1996,0,1.33,230.75,457.15,3.47
6/1/1996,0,1.015,219.36,464.16,3.56
7/1/1996,22.91,-1.775,111.32,438.03,3.6
8/1/1996,8.49,-3.365,151.35,360,3.38
9/1/1996,0,-2.485,244.39,360,3.26
10/1/1996,0,-0.02,250.85,440,3.31
11/1/1996,0,-2.39,288.55,320.23,3.38
12/1/1996,14.47,-2.635,159.99,376.48,3.45
13/1/1996,0,-1.675,203.71,426.28,3.52
14/1/1996,0,1.99,300.34,440,3.57
15/1/1996,0,5.695,326.94,544.68,3.64
16/1/1996,0,7.21,336.63,577.1,3.7
17/1/1996,0,4.495,255.3,602.37,3.77
18/1/1996,1.15,9.095,307.32,689.49,3.85
19/1/1996,14.13,13.375,236.39,936.78,3.88
20/1/1996,7.63,6.87,280.1,399.07,3.88
21/1/1996,0,-2.11,208.66,403.99,3.86
22/1/1996,0,-1.09,216.62,439.07,3.82
23/1/1996,0,2.07,321,440.45,3.83
24/1/1996,2.92,6.69,317.26,551.46,3.96
25/1/1996,9.75,7.7,271.06,556.97,3.96
26/1/1996,0,2.185,335.96,440,4.01
27/1/1996,15.09,8.75,252.22,632.82,4.03
28/1/1996,20.13,6.65,263.27,520.07,3.37
29/1/1996,0,1.5,233.53,516.96,2.98
30/1/1996,4.47,2.085,91.38,614.69,3.12
31/1/1996,5.64,4.37,129.47,673.77,3.22
1/2/1996,0,1.655,235.21,515.42,3.28
2/2/1996,8.86,-1.415,61,511.59,2.91
3/2/1996,15.41,-3.575,160.61,360,2.82
4/2/1996,6.03,-7.765,151.61,280,2.96
5/2/1996,0,-11.195,336.73,160,3.07
6/2/1996,0,-8.265,351.57,204.25,3.14
7/2/1996,0,-3.825,380.22,280,3.19
8/2/1996,1,1.275,379.73,412.39,3.2
9/2/1996,2.22,8.595,276.87,799.97,2.75
10/2/1996,0,7.05,418.57,520,2.71
11/2/1996,0,10.865,386.72,773.16,2.8
12/2/1996,0,9.56,426.04,599.21,2.91
13/2/1996,0,0.93,355.52,433.11,2.98
14/2/1996,0,3.28,352.89,504.24,2.98
15/2/1996,3.62,8.07,215.55,796.18,3.04
16/2/1996,6.06,6.265,276.96,599.24,3.08
17/2/1996,5.97,-3.17,260.28,319.7,2.83
18/2/1996,0,-1.065,331.5,392.25,2.61
19/2/1996,0,2.345,400.2,443.29,2.72
20/2/1996,2.73,8.14,362.72,665.1,2.82
21/2/1996,20.96,12.74,194.41,1130.21,2.85
22/2/1996,0,11.76,266.04,1040,2.9
23/2/1996,2.72,13.945,256.3,1160.78,2.9
24/2/1996,0,14.88,302.7,1238.6,2.7
25/2/1996,0,12.16,422.15,720,2.42
26/2/1996,0,15.05,399.33,989.17,2.63
27/2/1996,0,15.285,414.62,935.38,2.79
28/2/1996,0,16.04,351.88,1230.84,2.87
29/2/1996,0,11.955,425.99,734.8,2.86
1/3/1996,0,2.69,296.94,541.03,2.75
2/3/1996,12.77,3.4,190.54,600.15,2.74
3/3/1996,0,6.05,322.82,646.67,2.88
4/3/1996,0,2.465,443.19,362.82,2.95
5/3/1996,0,5.04,418.85,491.95,3.09
6/3/1996,4.68,14.14,279.86,1022.77,3.19
7/3/1996,13,14.205,193.19,1249.22,3.2
8/3/1996,18.43,6.91,342.08,483.8,3.25
9/3/1996,0,-3.955,320.2,319.02,3.26
10/3/1996,0,-2.58,325.57,350.49,3.34
11/3/1996,0,-0.32,344.93,409.89,3.38
12/3/1996,0,2.915,383.76,482.72,3.42
13/3/1996,0,5.195,474.29,440,3.41
14/3/1996,0,9.11,481.97,551.93,2.9
15/3/1996,0,14.445,440.83,927.81,2.85
16/3/1996,6.63,14.3,314.98,968.6,2.94
17/3/1996,8.92,11.025,262.94,919.52,3.07
