date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(m),GW(feet)
14/9/1995,0,28.505,0.507999653,417.86,2800,4.641997481,39.8445122,15.24
15/9/1995,0,28.3,0.507999653,409.32,2800,4.143020553,40.94207317,14.39
16/9/1995,0,28.24,0.504000116,407.99,2791.28,3.613802599,41.36890244,15.66
17/9/1995,0,28.11,0.504000116,412.12,2755.94,3.266030801,41.91768293,15.87
18/9/1995,0.48,28,0.504000116,380.86,2800,3.016542337,42.57317073,15.67
19/9/1995,11.42,28.235,0.500000116,300.73,2800,3.054343619,43.0304878,15.66
20/9/1995,0,27.9,0.500000116,418.01,2687.69,2.933379515,44.32621951,15.65
21/9/1995,0,27.74,0.500000116,422.56,2640,2.449523101,42.3902439,15.93
22/9/1995,0,28.315,0.500000116,403.57,2782.07,2.139552585,42.07012195,16.1
23/9/1995,0,28.255,0.496,414.48,2720,2.789734642,42.375,16.53
24/9/1995,15.35,28.06,0.496,365.81,2720,2.154673098,42.375,16.84
25/9/1995,0,28.245,0.496,405.13,2720.26,1.564973092,42.4054878,16.94
26/9/1995,0,28.4,0.492000231,393.07,2773.56,1.255002576,41.97865854,16.77
27/9/1995,0,28.19,0.492000231,401.21,2700.22,1.028194882,41.7195122,16.92
28/9/1995,16.59,27.75,0.492000231,287.93,2720,0.876989752,41.06402439,17.23
29/9/1995,3.41,27.215,0.492000231,321.66,2709.57,0.778706418,40.59146341,17.26
30/9/1995,1.98,27.515,0.488,342.19,2720.51,0.665302571,40.43902439,17.88
1/10/1995,0,27.75,0.488,344.02,2800,0.597260262,40.69817073,18.57
2/10/1995,7.69,28,0.488,245.12,2880,0.551898723,40.4695122,19.17
3/10/1995,6.25,28,0.483999884,244.86,2880,0.574579493,39.99695122,19.5
4/10/1995,7.11,28.22,0.483999884,212,3070.72,1.149158985,39.95121951,20.07
5/10/1995,43.27,27.385,0.483999884,220.44,2880,3.734766703,39.00609756,20.52
6/10/1995,20.8,25.29,0.483999884,143.17,2800,8.92110265,37.95426829,21.03
7/10/1995,13.56,26.395,0.479999884,246.06,2640,7.41661161,37.03963415,21.56
8/10/1995,11.26,27.11,0.479999884,250.26,2720,6.464019293,36.53658537,22.07
9/10/1995,7.75,27.085,0.479999884,220.94,2827.78,5.957482109,35.66768293,22.55
10/10/1995,16.11,27.47,0.476000116,221.26,2880,5.972602622,34.98170732,22.92
11/10/1995,15.86,27.5,0.476000116,242.68,2800,7.144442377,34.20426829,23.09
12/10/1995,0,27.77,0.476000116,332.3,2805.97,6.380856472,33.39634146,23.26
13/10/1995,0,27.87,0.476000116,326.03,2838.11,5.178775691,32.61890244,23.64
14/10/1995,11.96,27.25,0.472000116,232.11,2800,4.241303887,31.88719512,24.04
15/10/1995,9.5,25.835,0.472000116,225.67,2645.46,3.651603881,31.32317073,24.46
16/10/1995,0,22.19,0.472000116,361,1980.14,3.182867979,31.32317073,24.94
17/10/1995,4.54,22.535,0.468267708,207.14,2225.3,2.744373103,30.80487805,25.25
18/10/1995,9.6,23.735,0.468,170.04,2480,2.366360279,30.22560976,25.57
19/10/1995,7.7,25.445,0.468,184.56,2702.07,2.094191046,29.61585366,25.95
20/10/1995,0,25.195,0.468,348.27,2381.87,1.844702582,28.97560976,26.25
21/10/1995,0,23.825,0.464,350.52,2214.53,1.602774374,28.24390244,26.74
22/10/1995,0,21.26,0.464,415.78,1712.75,1.368406423,27.77134146,27.03
23/10/1995,0,23.73,0.464,409.4,1943.64,1.186960268,27.28353659,27.37
24/10/1995,0,24.93,0.464,382.15,2200,1.035755138,26.70426829,27.55
25/10/1995,0,25.41,0.459999769,366.56,2308.39,0.892110265,26.24695122,27.84
26/10/1995,0,25.245,0.459999769,371.23,2278.95,0.778706418,25.5,28.17
27/10/1995,0,25.32,0.459999769,365.42,2291.45,0.672862827,25.05792683,28.57
28/10/1995,0,26.015,0.459999769,336.49,2480,0.604820519,24.53963415,28.84
29/10/1995,0,21.985,0.456,423.62,1621.33,0.551898723,24.2652439,29.1
30/10/1995,0,20.715,0.456,405.92,1598.24,0.498976928,23.82317073,29.31
31/10/1995,2.82,22.43,0.456,368.66,1857.58,0.468735902,23.32012195,29.495
1/11/1995,39.73,24.45,0.456,244.71,2280.52,1.323044885,22.71036585,29.68
2/11/1995,0,25.505,0.452000116,320.64,2401.46,1.549852579,22.29878049,29.865
3/11/1995,0,25.725,0.452000116,326.83,2393.77,1.557412836,21.90243902,30.05
4/11/1995,0,23.78,0.452000116,313.49,2200,1.791780787,21.58231707,30.14
5/11/1995,0,20.75,0.452000116,373.79,1636.49,1.799341043,21.58231707,30.17
6/11/1995,0,22,0.448267708,371.07,1760,1.625455144,21.58231707,30.37
7/11/1995,0,23.36,0.448,351.66,1954.85,1.406207706,21.58231707,30.39
8/11/1995,13.92,22.865,0.448,220.2,2098.97,1.292803859,20.45426829,30.32
9/11/1995,0,15.435,0.448,396.75,1103.83,1.232321807,20.31707317,29.02
10/11/1995,0,18.55,0.448,381.58,1359.79,0.997953856,20.27134146,29.12
11/11/1995,0,21.365,0.443999884,352.22,1715.44,0.854308983,19.96646341,29.3
12/11/1995,1.09,17.33,0.443999884,387.6,1158.04,0.892110265,19.93597561,30.18
13/11/1995,0,16.04,0.443999884,367.48,1184.61,0.763585905,20.04268293,30.54
14/11/1995,0,17.47,0.443999884,328.37,1380.91,0.665302571,22.02439024,30.68
15/11/1995,0,12.175,0.443999884,376.9,893.49,0.589700006,21.87195122,31.08
16/11/1995,0,12.02,0.44,387.14,828.16,0.544338467,21.59756098,31.31
17/11/1995,0,15.25,0.44,364.83,1080,0.514097441,20.25609756,31.49
18/11/1995,0,18.225,0.44,323.73,1398.64,0.491416671,19.70731707,31.7
19/11/1995,0,19.16,0.44,315.95,1480,0.461175645,19.49390244,31.92
20/11/1995,0,18.745,0.44,300.59,1480,0.446055133,18.88414634,32.15
21/11/1995,0,19.675,0.43908831,239.09,1749.85,0.43093462,18.53353659,32.34
22/11/1995,0,15.545,0.435999653,369.63,1036.03,0.40825385,18.25914634,32.51
23/11/1995,0,14.145,0.435999653,379.44,920,0.378012824,17.93902439,32.75
24/11/1995,0,16.67,0.435999653,365.86,1103.26,0.362892311,17.60365854,33.03
25/11/1995,0,18.11,0.435999653,329.52,1326.88,0.340211542,17.25304878,33.15
26/11/1995,0,14.845,0.435999653,363.35,960,0.325091029,16.96341463,33.35
27/11/1995,0,17.325,0.435999653,342.12,1205.78,0.309970516,16.70426829,33.54
28/11/1995,0,20.68,0.433541319,303.73,1604.61,0.302410259,16.33841463,33.76
29/11/1995,7.12,22.285,0.432000231,188.24,1931.41,0.294850003,15.91158537,34.07
30/11/1995,0,19.735,0.432000231,277.4,1600,0.294850003,15.72865854,34.24
1/12/1995,0,17.25,0.432000231,313.6,1280,0.272169233,15.42378049,34.22
2/12/1995,0,18.275,0.432000231,313.7,1343.96,0.25704872,15.13414634,34.39
3/12/1995,0,19.42,0.432000231,315.65,1414.24,0.249488464,14.79878049,34.59
4/12/1995,0,19.21,0.432000231,303.6,1427.73,0.234367951,14.32621951,34.7
5/12/1995,0,18.625,0.432000231,310.64,1360,0.226807694,14.06707317,34.83
6/12/1995,0,19.44,0.432000231,314.94,1400,0.211687182,14.09756098,35
7/12/1995,0,19.5,0.431088426,314.04,1400.03,0.204126925,13.83841463,35.2
8/12/1995,0,20.805,0.428267708,276.21,1640,0.196566669,13.53353659,35.32
9/12/1995,0,20.935,0.428,265.93,1709.92,0.189006412,13.36585366,35.42
10/12/1995,5.17,18.915,0.428,240.96,1323.47,0.189006412,13.16768293,35.53
11/12/1995,0,10.265,0.428,352.04,693.48,0.181446156,12.90853659,35.67
12/12/1995,0,13.555,0.428,340.71,898.59,0.181446156,12.60365854,35.78
13/12/1995,0,17.73,0.428,276.51,1363.34,0.173885899,12.42073171,35.92
14/12/1995,0,19.93,0.428,268.56,1584.86,0.173885899,12.26829268,35.97
15/12/1995,0,20.59,0.428,284.06,1590.31,0.166325643,12.10060976,35.99
16/12/1995,0,20.53,0.428,293.28,1560,0.166325643,11.88719512,36.02
17/12/1995,0,20.91,0.428,289.33,1600,0.158765386,11.7195122,36.02
18/12/1995,0,21.22,0.428,267.24,1721.92,0.158765386,11.50609756,36.01
19/12/1995,1,22.06,0.428,187.73,2080.33,0.158765386,11.42987805,35.97
20/12/1995,0.35,18.99,0.428,214.6,1638.58,0.166325643,11.39939024,35.55
21/12/1995,0,10.71,0.428,274.95,879.32,0.158765386,11.35365854,34.54
22/12/1995,0,10.43,0.428,228.63,920,0.158765386,11.35365854,35.03
23/12/1995,0.5,10.055,0.428,231.48,920,0.158765386,11.36890244,35.5
24/12/1995,0,8.07,0.428,283.48,720,0.15120513,11.42987805,35.78
25/12/1995,0,6.16,0.428,338.93,560,0.143644873,12.07012195,36.03
26/12/1995,0,7.84,0.428,340.97,626.86,0.143644873,13.6097561,36.2
27/12/1995,0,9.44,0.428,328.98,720,0.143644873,12.86280488,36.32
28/12/1995,0,10.495,0.428,260.79,919.39,0.136084617,12.14634146,36.44
29/12/1995,0,11.65,0.428,291.45,920,0.136084617,11.7195122,36.64
30/12/1995,0,15.965,0.428,304.56,1194.13,0.136084617,11.33841463,36.75
31/12/1995,12.9,19.865,0.428,161.78,1766.38,0.173885899,11.07926829,36.97
1/1/1996,34.43,21.325,0.428,90.93,2185.01,0.317530772,11.07926829,37.03
2/1/1996,34.1,22.5,0.428,111.98,2272.98,1.073556421,10.71341463,37.1
3/1/1996,13.03,19.505,0.429541667,221.06,1484.69,1.927865403,10.40853659,37.2
4/1/1996,0,12.135,0.431899421,298.82,925.2,2.268076945,10.24085366,37.32
5/1/1996,0,12.385,0.432000231,298.02,943.8,3.175307723,9.905487805,37.39
6/1/1996,0,13.685,0.432000231,324.42,971.48,2.872897464,9.81402439,37.59
7/1/1996,8.52,15.005,0.432000231,229.63,1124.02,2.593167974,9.707317073,37.68
8/1/1996,0,9.99,0.432000231,318.74,797.26,2.245396175,9.554878049,37.73
9/1/1996,0,5.045,0.432000231,348.54,520,1.791780787,9.37195122,37.72
10/1/1996,0,10.02,0.432000231,348.15,720,1.466689758,9.265243902,37.72
11/1/1996,0,11.44,0.432000231,368.47,750.77,1.209641037,8.960365854,37.7
12/1/1996,13.38,13.565,0.432000231,220.58,1056.12,1.209641037,8.823170732,37.71
13/1/1996,0,10.86,0.435898958,289.62,905.5,1.209641037,8.74695122,37.695
14/1/1996,0,10.66,0.435999653,366.59,720,1.202080781,8.762195122,37.68
15/1/1996,0,12.85,0.435999653,371.72,823.88,1.149158985,8.762195122,37.38
16/1/1996,0,16.55,0.435999653,323.18,1222.48,1.065996164,8.792682927,36.44
17/1/1996,0,18.655,0.435999653,315.58,1400,0.990393599,8.777439024,35.94
18/1/1996,0,21,0.435999653,305.38,1639.91,0.907230778,8.777439024,36.53
19/1/1996,5.57,20.755,0.436267361,195.79,1766.75,0.756025648,8.823170732,37.07
20/1/1996,0,12.11,0.44,373.45,803.26,0.680423083,9.280487805,37.15
21/1/1996,0,15.49,0.44,311.29,1191.16,0.657742314,10.71341463,36.55
22/1/1996,0,16.775,0.44,331.34,1239.71,0.582139749,11.47560976,35.65
23/1/1996,0,18.24,0.44,334.28,1343.99,0.529217954,10.57621951,35.76
24/1/1996,0,19.755,0.44,310.27,1560.58,0.491416671,9.75304878,36.24
25/1/1996,0,17.835,0.441541088,344.98,1293.81,0.461175645,9.631097561,36.52
26/1/1996,0,18.58,0.443999884,310.62,1440.28,0.423374363,10.54573171,36.55
27/1/1996,0,20.23,0.443999884,312.89,1600,0.400693594,11.91768293,36.32
28/1/1996,0,16.54,0.443999884,383.76,1092.59,0.370452568,11.75,35.84
29/1/1996,0,18.405,0.443999884,366.71,1292.09,0.347771798,11.01829268,35.84
30/1/1996,0,19.785,0.445541551,353.52,1437.54,0.332651285,10.59146341,35.51
31/1/1996,0,19.43,0.448,344.52,1428.4,0.325091029,10.54573171,34.82
1/2/1996,0,19.92,0.448,340.15,1478.24,0.309970516,10.89634146,35.17
2/2/1996,0,20.565,0.448,345.68,1534.76,0.294850003,11.62804878,35.6
3/2/1996,26.7,19.665,0.448,248.1,1493.38,0.415814107,11.62804878,35.79
4/2/1996,0,10.94,0.452000116,274.34,940.62,0.582139749,12.13109756,35.885
5/2/1996,0,4.2,0.452000116,404.13,465.13,0.53677821,13.18292683,35.98
6/2/1996,0,8.79,0.452000116,382.73,679.27,0.506537184,12.64939024,36.1
7/2/1996,0,12.965,0.452000116,380.88,920,0.476296158,11.99390244,36.24
8/2/1996,0,15.165,0.45508831,385.62,1037.96,0.476296158,11.70426829,36.42
9/2/1996,0,15.825,0.456,406.46,1020.16,0.461175645,11.70426829,36.55
10/2/1996,0,16.92,0.456,396.39,1141.91,0.438494876,11.41463415,36.66
11/2/1996,0,17.72,0.456,371.31,1275.33,0.415814107,11.23170732,36.76
12/2/1996,0,16.41,0.456267708,340.53,1251.04,0.393133337,11.01829268,36.89
13/2/1996,0,9.605,0.459999769,407.84,703.91,0.362892311,10.74390244,36.95
14/2/1996,0,10.115,0.459999769,451.97,624.47,0.347771798,10.54573171,37.15
15/2/1996,0,16.365,0.459999769,345.93,1247.24,0.340211542,10.37804878,37.18
16/2/1996,9.26,16.63,0.461541319,207.05,1398.53,0.347771798,10.22560976,37.2
17/2/1996,0,6.88,0.464,393.3,600,0.340211542,10.02743902,37.13
18/2/1996,0,9.205,0.464,429.72,647.82,0.317530772,9.93597561,37.25
19/2/1996,0,13.8,0.464,430.1,899.74,0.302410259,9.631097561,37.34
20/2/1996,0,17.83,0.467899306,402.58,1240,0.294850003,9.585365854,37.33
21/2/1996,0,21.135,0.468,334.8,1717.38,0.294850003,9.554878049,37.24
22/2/1996,0,21.345,0.468,327.58,1757.07,0.287289746,9.661585366,37.07
23/2/1996,0,21.525,0.468,352.73,1724.12,0.27972949,9.478658537,36.91
24/2/1996,0,20.545,0.472000116,402.35,1461.3,0.272169233,9.341463415,36.25
25/2/1996,0,21.15,0.472000116,380.96,1600.27,0.272169233,9.356707317,35.84
26/2/1996,0,21.105,0.472000116,405.98,1513.66,0.272169233,9.493902439,35.67
27/2/1996,0,21.21,0.472000116,402.33,1560.85,0.25704872,9.75304878,35.47
28/2/1996,0,21.92,0.476000116,366.34,1741.82,0.241928207,9.99695122,35.24
29/2/1996,0,21.87,0.476000116,365.32,1745.54,0.234367951,11.00304878,34.99
1/3/1996,19.61,18.695,0.476000116,261.49,1468.42,0.234367951,11.62804878,35.06
2/3/1996,28.44,17.305,0.479999884,229.04,1439.87,0.423374363,11.88719512,34.78
3/3/1996,0,15.32,0.479999884,360.79,1207.37,0.627501288,12.19207317,34.55
4/3/1996,0,17.25,0.479999884,389.31,1304.54,0.680423083,12.54268293,34.79
5/3/1996,0,18.9,0.479999884,427.11,1340.4,0.710664109,12.92378049,34.91
6/3/1996,0,22.135,0.483999884,371.85,1781.74,0.672862827,12.81707317,34.9
7/3/1996,0,22.55,0.483999884,359.83,1880,0.650182058,13.24390244,35.05
8/3/1996,5.19,19.1,0.483999884,352.89,1252.07,0.627501288,13.5945122,35.14
9/3/1996,0,8.505,0.488,475.49,634.95,0.544338467,13.22865854,35.05
10/3/1996,0,9.73,0.488,411.28,796.87,0.468735902,13.04573171,35.01
11/3/1996,7.24,10.77,0.488,255.07,920,0.461175645,13.06097561,35
12/3/1996,0,11.225,0.488,392.04,920,0.483856415,12.83231707,35
13/3/1996,0,12.17,0.492000231,504.88,775.32,0.438494876,12.69512195,35
14/3/1996,0,14.79,0.492000231,514.37,889.04,0.393133337,12.83231707,35.18
15/3/1996,0,16.425,0.492000231,492.16,1052.91,0.362892311,12.89329268,35.37
16/3/1996,0,18.08,0.496,463.63,1252.76,0.332651285,12.90853659,35.32
17/3/1996,0,19.615,0.496,458.47,1371.33,0.309970516,12.90853659,35.07
18/3/1996,0,23.21,0.496,343.68,2037.79,0.294850003,12.90853659,34.83
19/3/1996,0,20.965,0.496,357.66,1760,0.287289746,12.63414634,34.57
20/3/1996,0,14.31,0.500000116,376.52,1157.08,0.264608977,12.3445122,33.93
21/3/1996,0,12.19,0.500000116,408.67,952.72,0.241928207,12.42073171,34.18
22/3/1996,0,11.5,0.500000116,443.88,882.19,0.226807694,12.80182927,34.18
23/3/1996,0,13.215,0.504000116,530.91,795.03,0.204126925,13.16768293,34.165
24/3/1996,0,18.405,0.504000116,429.19,1383.93,0.196566669,13.56402439,34.15
25/3/1996,0,20.48,0.504000116,455.23,1492.37,0.189006412,14.53963415,32.58
26/3/1996,0,22.325,0.504000116,437.17,1739.99,0.189006412,14.15853659,30.99
27/3/1996,15.97,23.265,0.507999653,305.09,1942.37,0.25704872,14.15853659,30.48
28/3/1996,25.48,23.385,0.507999653,298.43,1963.6,0.733344879,14.15853659,30.26
29/3/1996,15.13,22.75,0.507999653,306.58,1880,1.761539761,14.20426829,30.04
30/3/1996,0,23.255,0.512000116,403,1937.81,2.207594893,16.59756098,29.82
31/3/1996,14.96,22.305,0.512000116,312.98,1797.88,2.252956432,19.02134146,29.28
1/4/1996,7.93,21.565,0.512000116,278.81,1831.97,2.699011564,19.79878049,28.44
2/4/1996,0,17.635,0.512000116,436.54,1341.35,2.789734642,19.79878049,28.02
3/4/1996,0,16.75,0.516,475.05,1204.85,2.21515515,19.79878049,27.66
4/4/1996,0,20.255,0.516,447.56,1558.47,1.693497452,20.80487805,27.02
5/4/1996,0,21.28,0.516,442.26,1648.91,1.330605141,21.62804878,26.27
6/4/1996,0,21.68,0.52,412.46,1767.23,1.043315395,22.90853659,25.65
7/4/1996,0,21.44,0.52,325.32,1924.52,0.824067957,23.54878049,25.36
8/4/1996,2.49,19.53,0.52,342.7,1625.75,0.665302571,24.09756098,24.89
9/4/1996,6.1,18.81,0.52,229.93,1707.64,0.604820519,25.07317073,24.63
10/4/1996,0,16.97,0.523999884,468.5,1268.25,0.514097441,26.21646341,24.56
11/4/1996,0,14.27,0.523999884,548.22,883.16,0.438494876,27.16158537,25.02
12/4/1996,0,16.68,0.523999884,542.93,1001.44,0.385573081,27.60365854,25.51
13/4/1996,0,19.985,0.528000116,503.59,1363.33,0.347771798,28.32012195,25.8
14/4/1996,0,22.3,0.528000116,479.19,1647.94,0.317530772,28.71646341,25.64
15/4/1996,0,24.04,0.528000116,429.91,2015.6,0.287289746,28.82317073,24.98
16/4/1996,6.73,22.17,0.528000116,314.12,1864.56,0.272169233,28.12195122,24.08
17/4/1996,0,17.425,0.531999884,568.35,989.22,0.241928207,27.375,23.26
18/4/1996,0,20.65,0.531999884,497.06,1451.31,0.219247438,26.93292683,22.86
19/4/1996,0,21.62,0.531999884,498.85,1505.62,0.196566669,27.17682927,24.24
20/4/1996,0,22.22,0.532100694,508.98,1503.11,0.181446156,28.18292683,25.55
21/4/1996,0,22.815,0.536000116,497.8,1591.31,0.166325643,29.55487805,26.62
22/4/1996,0,24.455,0.536000116,461.26,1902.96,0.15120513,30.80487805,27.15
23/4/1996,0,23.81,0.536000116,489.27,1724.26,0.136084617,31.41463415,25.62
24/4/1996,0,23.775,0.538458565,427.73,1975.67,0.120964104,29.31097561,24.28
25/4/1996,0,23.47,0.54,465.59,1792.88,0.113403847,27.31402439,23.35
26/4/1996,0,24.895,0.54,445.88,2013.82,0.105843591,25.68292683,23.13
27/4/1996,0,24.505,0.54,479.3,1827.06,0.098283334,24.875,23.2
28/4/1996,0,26.06,0.542458565,450.58,2110.91,0.090723078,27.20731707,23.2
29/4/1996,0,26.89,0.544,404.84,2421.86,0.083162821,29.25,22.74
30/4/1996,19.88,25.45,0.544,262.7,2400,0.090723078,30.66768293,23.17
1/5/1996,6.36,22.315,0.544,424.32,1781.19,0.136084617,31.00304878,23.33
2/5/1996,0,24.215,0.544911806,435.76,2039.36,0.120964104,30.89634146,22.18
3/5/1996,1.86,26.005,0.548,381.96,2319.93,0.113403847,30.89634146,23.87
4/5/1996,9.64,26.005,0.548,324.45,2291.68,0.105843591,31.59756098,25.46
5/5/1996,0.56,25.43,0.548,455.75,2034.97,0.105843591,30.94207317,26.29
6/5/1996,0,25.005,0.548,479.14,1905.96,0.098283334,30.69817073,26.82
7/5/1996,0,24.93,0.552,474.45,1908.27,0.090723078,32.45121951,27.19
8/5/1996,0,25.11,0.552,448.53,2032.93,0.083162821,29.875,27.57
9/5/1996,0,25.39,0.552,430.62,2129.27,0.083162821,27.45121951,28.12
10/5/1996,1.63,25.165,0.552,420,2058.97,0.075602565,26.18597561,28.44
11/5/1996,0,25.09,0.554458681,425.43,2119.77,0.075602565,25.37804878,28.52
12/5/1996,0,24.875,0.556000116,397.54,2204.9,0.074846539,24.81402439,28.2
13/5/1996,0,25.375,0.556000116,415.48,2210.9,0.073334488,24.2347561,27.67
14/5/1996,0,25.985,0.556000116,430.76,2228.94,0.071066411,23.39634146,27.98
15/5/1996,0,25.66,0.556000116,426.18,2207.97,0.068798334,22.90853659,28.18
16/5/1996,0,24.82,0.558458681,445.26,2027.19,0.065018206,22.78658537,28.22
17/5/1996,0,24.995,0.56,456.4,1982.38,0.061238078,23.27439024,28.33
18/5/1996,0,25.345,0.56,464.74,1980.74,0.058970001,24.08231707,28.43
19/5/1996,0,25.185,0.56,477.54,1906.16,0.055189872,23.6097561,28.94
20/5/1996,4.2,26.06,0.56,397.21,2220.81,0.053677821,23.30487805,29.21
21/5/1996,31.36,25.74,0.56,238.01,2552.08,0.067286283,23.24390244,28.52
22/5/1996,18.71,25.15,0.563732523,230.85,2495.64,0.143644873,23.07621951,29.12
23/5/1996,0,26.5,0.564000116,418.88,2400,0.113403847,22.92378049,27.75
24/5/1996,0,27.005,0.564000116,390.86,2561.42,0.098283334,22.14634146,26.5
25/5/1996,0,26.93,0.564000116,354.88,2657.46,0.098283334,21.7347561,27.11
26/5/1996,0,26.4,0.564000116,404.25,2446.33,0.120964104,22.78658537,25.97
27/5/1996,0,26.955,0.564000116,411.68,2510.95,0.120964104,21.87195122,26.585
28/5/1996,0,27.465,0.56410081,398.49,2628.27,0.105843591,23.96036585,27.2
29/5/1996,1.64,27.355,0.568,374.62,2672.96,0.090723078,25.86585366,28.29
30/5/1996,21.57,26.75,0.568,345.47,2480,0.098283334,24.93597561,27.17
31/5/1996,27.71,25.82,0.568,302.96,2380.92,0.113403847,26.67378049,28.01
1/6/1996,0,25.66,0.568,428.39,2302.42,0.098283334,26.67378049,26.78
2/6/1996,0,23.61,0.568,450.59,1998.62,0.083162821,24.79878049,28.17
3/6/1996,0,23.06,0.568,494.35,1792.26,0.073334488,23.13719512,26.96
4/6/1996,0,24.505,0.568,485,1988.25,0.065774231,24.8445122,27.82
5/6/1996,0,25.09,0.568,497.03,2003.14,0.058213975,23.56402439,27.46
6/6/1996,0,26.305,0.56810081,483.59,2192.26,0.052921795,25.43902439,26.82
7/6/1996,0,26.725,0.570458449,472.21,2279.12,0.047629616,23.32012195,27.61
8/6/1996,0,26.7,0.572000116,445.56,2367.99,0.043849488,25.16463415,27.9
9/6/1996,0,27.18,0.572000116,413.76,2549.91,0.047629616,23.85365854,26.43
10/6/1996,9.72,26.965,0.572000116,283.33,2629.5,0.043849488,24.40243902,24.14
11/6/1996,14.13,27.02,0.572000116,258.93,2727.17,0.041581411,25.37804878,25.14
12/6/1996,11.46,26.855,0.572000116,288.64,2602.33,0.043093462,24.17378049,25.41
13/6/1996,1.07,26.49,0.572000116,426.85,2400,0.043849488,23.73170732,24.15
14/6/1996,0,27.405,0.572000116,438.05,2520.03,0.042337436,25.97256098,22.3
15/6/1996,25.46,27.67,0.572000116,317.03,2614.28,0.037045257,29.46341463,23.84
16/6/1996,18.68,26.725,0.572000116,338.32,2384.49,0.038557308,27.93902439,24.19
17/6/1996,17.14,26.83,0.572000116,321.65,2480,0.059726026,27.52743902,22.02
18/6/1996,13.58,26.91,0.572000116,322.98,2493.42,0.055189872,29.44817073,19.51
19/6/1996,13.48,26.96,0.572000116,315.02,2547.27,0.075602565,32.26829268,19.8
20/6/1996,16.59,26.27,0.572000116,256.52,2645.79,0.340211542,29.92073171,21.41
21/6/1996,19.73,26.33,0.572000116,272.08,2602.57,1.020634625,29.38719512,20.17
22/6/1996,20.7,26.99,0.572000116,243.53,2797.54,1.753979504,32.69512195,19.93
23/6/1996,0.89,27.98,0.572000116,343.85,2874.68,2.290757714,36.52134146,21.59
24/6/1996,0,28.735,0.572000116,381.78,2925.23,2.744373103,36.07926829,21.9
25/6/1996,0,29.275,0.572000116,414.26,2891.04,2.494884639,33.625,19.78
26/6/1996,13.92,29.12,0.572000116,280.45,3028.83,1.973226942,35.5152439,19.64
27/6/1996,13.51,27.645,0.572000116,299.45,2709.65,1.50449104,35.88109756,18.45
28/6/1996,0,26.215,0.572000116,379.11,2560,1.436448732,33.35060976,18.72
29/6/1996,18.54,27.525,0.572000116,287.01,2744.03,1.549852579,32.87804878,18.72
30/6/1996,0,26.74,0.572000116,409.62,2557.38,2.34367951,36.1097561,17.61
1/7/1996,0,25.635,0.572000116,466.51,2254.46,2.464643614,36.32317073,17.64
2/7/1996,0,26.5,0.572000116,448.38,2400,2.079070533,38.13719512,18.96
3/7/1996,0,28.105,0.571732523,396.53,2794.51,1.602774374,37.72560976,19.35
4/7/1996,4.01,28.265,0.568911574,289.87,2888.13,1.171839755,37.72560976,18.96
5/7/1996,15.32,26.51,0.568,303.67,2563.05,0.922351291,39.41768293,20.55
6/7/1996,11.88,26.71,0.568,269.1,2719.83,0.975273086,39.37195122,21.32
7/7/1996,25.03,27.13,0.568,313.37,2633.98,0.960152573,37.3597561,21.96
8/7/1996,0,27.955,0.568,408.07,2785.91,0.876989752,36.7652439,22.23
9/7/1996,0,28.36,0.568,373.11,2970.46,0.793826931,37.3597561,21.27
10/7/1996,0.22,27.615,0.568,414.56,2715.99,0.763585905,34.93597561,21.23
11/7/1996,0,27.715,0.568,423.55,2707.66,0.884550009,33.76219512,22.03
12/7/1996,8.57,28.755,0.568,295.72,3001.25,0.884550009,32.78658537,20.81
13/7/1996,42.18,28.08,0.566458681,300,2832.56,0.937471804,32.375,22.3
14/7/1996,0,28.345,0.564000116,443.51,2738.53,1.09623719,33.83841463,23.16
15/7/1996,0,28.56,0.564000116,434.4,2800,0.94503206,33.89939024,23.34
16/7/1996,0.83,28.75,0.564000116,408.01,2880,0.748465392,32.67987805,22.44
17/7/1996,0,28.825,0.564000116,421.57,2885.83,0.582139749,34.53963415,22.61
18/7/1996,0,28.5,0.564000116,441.64,2773.99,0.468735902,32.26829268,21.74
19/7/1996,0,27.495,0.564000116,483.29,2476.15,0.400693594,30.95731707,19.97
20/7/1996,0,28.015,0.56091169,457.52,2640,0.347771798,30.68292683,18.57
21/7/1996,0,28.73,0.56,440.01,2793.81,0.332651285,32.05487805,20.52
22/7/1996,0,28.75,0.56,436.78,2800,0.325091029,31.79573171,21.25
23/7/1996,0,29.12,0.56,432.34,2858.88,0.294850003,33.12195122,20.56
24/7/1996,0,28.97,0.56,422.09,2870.94,0.25704872,35.82012195,20.58
25/7/1996,0,29.18,0.56,454.91,2779.1,0.226807694,37.95426829,20.21
26/7/1996,0,29.74,0.556000116,447.28,2876.02,0.196566669,34.98170732,19.34
27/7/1996,0,28.75,0.556000116,488.39,2560,0.166325643,33.86890244,17.98
28/7/1996,0,28.775,0.556000116,478.9,2596.68,0.136084617,34.92073171,18.43
29/7/1996,0,28.5,0.556000116,476.56,2560,0.113403847,34.8902439,18.24
30/7/1996,0,28.765,0.556000116,444.73,2720,0.098283334,35.45426829,17.82
31/7/1996,25.67,28.25,0.552,335.64,2640,0.098283334,36.7804878,19.71
1/8/1996,8.98,28.055,0.552,330.18,2640,0.166325643,38.85365854,20.66
2/8/1996,0.97,27.97,0.552,428.17,2635.49,0.15120513,38.16768293,21.59
