# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-02-08 06:40:09 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 271538082002301 AMAX NO 3 WELL NEAR PINE LEVEL FL
# -----------------------------------------------------------------------------------
#
# Data provided for site 271538082002301
#            TS   parameter     statistic     Description
#        251411       62611     00001     Groundwater level above NAVD 1988, feet (Maximum)
#         28739       62610     00001     Groundwater level above NGVD 1929, feet (Maximum)
#            00       72019     00011     Depth to water level, feet below land surface (Instantaneous)
#            00       62610     00011     Groundwater level above NGVD 1929, feet (Instantaneous)
#            00       62611     00011     Groundwater level above NAVD 1988, feet (Instantaneous)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=271538082002301&ts_ids=28739]
# 
# Discrete groundwater status codes included in this output:
#  '00_62610_00011_cd'
#  '00_62611_00011_cd'
#  '00_72019_00011_cd'
#
#     1          Not determined
#
#     A          Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	251411_62611_00001	251411_62611_00001_cd	28739_62610_00001	28739_62610_00001_cd	00_62610_00011	00_62610_00011_cd	00_62611_00011	00_62611_00011_cd	00_72019_00011	00_72019_00011_cd
USGS	271538082002301	1996-09-18		41.40	A	42.45	A:R						
USGS	271538082002301	1996-09-19		40.93	A	41.98	A:R						
USGS	271538082002301	1996-09-20		40.91	A	41.96	A:R						
USGS	271538082002301	1996-09-21		40.63	A	41.68	A:R						
USGS	271538082002301	1996-09-22		40.84	A	41.89	A:R						
USGS	271538082002301	1996-09-23		41.02	A	42.07	A:R						
USGS	271538082002301	1996-09-24		41.16	A	42.21	A:R						
USGS	271538082002301	1996-09-25		41.22	A	42.27	A:R						
USGS	271538082002301	1996-09-26		41.20	A	42.25	A:R						
USGS	271538082002301	1996-09-27		41.09	A	42.14	A:R						
USGS	271538082002301	1996-09-28		40.82	A	41.87	A:R						
USGS	271538082002301	1996-09-29		40.74	A	41.79	A:R						
USGS	271538082002301	1996-09-30		40.72	A	41.77	A:R						
USGS	271538082002301	1996-10-01		40.73	A	41.78	A:R						
USGS	271538082002301	1996-10-02		40.54	A	41.59	A:R						
USGS	271538082002301	1996-10-02 17:00	UTC									17.66	1:A
USGS	271538082002301	1996-10-03		40.68	A	41.73	A:R						
USGS	271538082002301	1996-10-04		40.81	A	41.86	A:R						
USGS	271538082002301	1996-10-05		40.92	A	41.97	A:R						
USGS	271538082002301	1996-10-06		41.24	A	42.29	A:R						
USGS	271538082002301	1996-10-07		41.69	A	42.74	A:R						
USGS	271538082002301	1996-10-08		41.85	A	42.90	A:R						
USGS	271538082002301	1996-10-09		41.87	A	42.92	A:R						
USGS	271538082002301	1996-10-10		41.94	A	42.99	A:R						
USGS	271538082002301	1996-10-11		42.09	A	43.14	A:R						
USGS	271538082002301	1996-10-12		42.19	A	43.24	A:R						
USGS	271538082002301	1996-10-13		42.32	A	43.37	A:R						
USGS	271538082002301	1996-10-14		42.44	A	43.49	A:R						
USGS	271538082002301	1996-10-15		42.45	A	43.50	A:R						
USGS	271538082002301	1996-10-16		42.52	A	43.57	A:R						
USGS	271538082002301	1996-10-17		42.62	A	43.67	A:R						
USGS	271538082002301	1996-10-18		42.65	A	43.70	A:R						
USGS	271538082002301	1996-10-19		42.77	A	43.82	A:R						
USGS	271538082002301	1996-10-20		42.84	A	43.89	A:R						
USGS	271538082002301	1996-10-21		42.84	A	43.89	A:R						
USGS	271538082002301	1996-10-22		42.78	A	43.83	A:R						
USGS	271538082002301	1996-10-23		42.60	A	43.65	A:R						
USGS	271538082002301	1996-10-24		41.90	A	42.95	A:R						
USGS	271538082002301	1996-10-25		41.52	A	42.57	A:R						
USGS	271538082002301	1996-10-26		41.09	A	42.14	A:R						
USGS	271538082002301	1996-10-27		41.18	A	42.23	A:R						
USGS	271538082002301	1996-10-28		41.21	A	42.26	A:R						
USGS	271538082002301	1996-10-29		40.49	A	41.54	A:R						
USGS	271538082002301	1996-10-30		40.12	A	41.17	A:R						
USGS	271538082002301	1996-10-31		39.92	A	40.97	A:R						
USGS	271538082002301	1996-11-01		39.41	A	40.46	A:R						
USGS	271538082002301	1996-11-02		39.33	A	40.38	A:R						
USGS	271538082002301	1996-11-03		39.81	A	40.86	A:R						
USGS	271538082002301	1996-11-04		39.97	A	41.02	A:R						
USGS	271538082002301	1996-11-05		39.68	A	40.73	A:R						
USGS	271538082002301	1996-11-06		38.96	A	40.01	A:R						
USGS	271538082002301	1996-11-07		39.01	A	40.06	A:R						
USGS	271538082002301	1996-11-08		38.80	A	39.85	A:R						
USGS	271538082002301	1996-11-09		38.53	A	39.58	A:R						
USGS	271538082002301	1996-11-10		38.68	A	39.73	A:R						
USGS	271538082002301	1996-11-11		38.37	A	39.42	A:R						
USGS	271538082002301	1996-11-12		37.96	A	39.01	A:R						
USGS	271538082002301	1996-11-13		37.50	A	38.55	A:R						
USGS	271538082002301	1996-11-14		37.32	A	38.37	A:R						
USGS	271538082002301	1996-11-15		37.22	A	38.27	A:R						
USGS	271538082002301	1996-11-16		37.21	A	38.26	A:R						
USGS	271538082002301	1996-11-17		37.50	A	38.55	A:R						
USGS	271538082002301	1996-11-18		37.60	A	38.65	A:R						
USGS	271538082002301	1996-11-19		36.72	A	37.77	A:R						
USGS	271538082002301	1996-11-19 13:00	UTC									21.86	1:A
USGS	271538082002301	1996-11-20		36.56	A	37.61	A:R						
USGS	271538082002301	1996-11-21		36.35	A	37.40	A:R						
USGS	271538082002301	1996-11-22		35.99	A	37.04	A:R						
USGS	271538082002301	1996-11-23		35.68	A	36.73	A:R						
USGS	271538082002301	1996-11-24		35.97	A	37.02	A:R						
USGS	271538082002301	1996-11-25		35.76	A	36.81	A:R						
USGS	271538082002301	1996-11-26		35.56	A	36.61	A:R						
USGS	271538082002301	1996-11-27		35.71	A	36.76	A:R						
USGS	271538082002301	1996-11-28		35.70	A	36.75	A:R						
USGS	271538082002301	1996-11-29		35.87	A	36.92	A:R						
USGS	271538082002301	1996-11-30		36.00	A	37.05	A:R						
USGS	271538082002301	1996-12-01		35.95	A	37.00	A:R						
USGS	271538082002301	1996-12-02		36.22	A	37.27	A:R						
USGS	271538082002301	1996-12-03		36.32	A	37.37	A:R						
USGS	271538082002301	1996-12-04		36.28	A	37.33	A:R						
USGS	271538082002301	1996-12-05		36.36	A	37.41	A:R						
USGS	271538082002301	1996-12-06		36.19	A	37.24	A:R						
USGS	271538082002301	1996-12-07		36.20	A	37.25	A:R						
USGS	271538082002301	1996-12-08		36.48	A	37.53	A:R						
USGS	271538082002301	1996-12-09		36.69	A	37.74	A:R						
USGS	271538082002301	1996-12-10		36.58	A	37.63	A:R						
USGS	271538082002301	1996-12-11		37.00	A	38.05	A:R						
USGS	271538082002301	1996-12-12		37.05	A	38.10	A:R						
USGS	271538082002301	1996-12-13		37.01	A	38.06	A:R						
USGS	271538082002301	1996-12-14		36.70	A	37.75	A:R						
USGS	271538082002301	1996-12-15		37.00	A	38.05	A:R						
USGS	271538082002301	1996-12-16		37.11	A	38.16	A:R						
USGS	271538082002301	1996-12-17		36.98	A	38.03	A:R						
USGS	271538082002301	1996-12-18		36.39	A	37.44	A:R						
USGS	271538082002301	1996-12-19		36.47	A	37.52	A:R						
USGS	271538082002301	1996-12-20		35.45	A	36.50	A:R						
USGS	271538082002301	1996-12-21		35.27	A	36.32	A:R						
USGS	271538082002301	1996-12-22		35.07	A	36.12	A:R						
USGS	271538082002301	1996-12-23		35.37	A	36.42	A:R						
USGS	271538082002301	1996-12-24		35.08	A	36.13	A:R						
USGS	271538082002301	1996-12-25		35.55	A	36.60	A:R						
USGS	271538082002301	1996-12-26		35.72	A	36.77	A:R						
USGS	271538082002301	1996-12-27		35.60	A	36.65	A:R						
USGS	271538082002301	1996-12-28		35.75	A	36.80	A:R						
USGS	271538082002301	1996-12-29		36.02	A	37.07	A:R						
USGS	271538082002301	1996-12-30		36.09	A	37.14	A:R						
USGS	271538082002301	1996-12-31		35.44	A	36.49	A:R						
USGS	271538082002301	1997-01-01		35.33	A	36.38	A:R						
USGS	271538082002301	1997-01-02		35.46	A	36.51	A:R						
USGS	271538082002301	1997-01-03		35.27	A	36.32	A:R						
USGS	271538082002301	1997-01-04		34.87	A	35.92	A:R						
USGS	271538082002301	1997-01-05		34.81	A	35.86	A:R						
USGS	271538082002301	1997-01-06		35.05	A	36.10	A:R						
USGS	271538082002301	1997-01-07		34.72	A	35.77	A:R						
USGS	271538082002301	1997-01-08		34.01	A	35.06	A:R						
USGS	271538082002301	1997-01-09		34.18	A	35.23	A:R						
USGS	271538082002301	1997-01-10		34.69	A	35.74	A:R						
USGS	271538082002301	1997-01-11		35.25	A	36.30	A:R						
USGS	271538082002301	1997-01-12		35.60	A	36.65	A:R						
USGS	271538082002301	1997-01-13		36.01	A	37.06	A:R						
USGS	271538082002301	1997-01-14		36.29	A	37.34	A:R						
USGS	271538082002301	1997-01-15		36.76	A	37.81	A:R						
USGS	271538082002301	1997-01-15 16:00	UTC									21.65	1:A
USGS	271538082002301	1997-01-16		36.98	A	38.03	A:R						
USGS	271538082002301	1997-01-17		37.10	A	38.15	A:R						
USGS	271538082002301	1997-01-18		36.43	A	37.48	A:R						
USGS	271538082002301	1997-01-19		33.65	A	34.70	A:R						
USGS	271538082002301	1997-01-20		31.66	A	32.71	A:R						
USGS	271538082002301	1997-01-21		32.16	A	33.21	A:R						
USGS	271538082002301	1997-01-22		32.81	A	33.86	A:R						
USGS	271538082002301	1997-01-23		32.74	A	33.79	A:R						
USGS	271538082002301	1997-01-24		32.99	A	34.04	A:R						
USGS	271538082002301	1997-01-25		33.42	A	34.47	A:R						
USGS	271538082002301	1997-01-26		33.78	A	34.83	A:R						
USGS	271538082002301	1997-01-27		33.99	A	35.04	A:R						
USGS	271538082002301	1997-01-28		33.72	A	34.77	A:R						
USGS	271538082002301	1997-01-29		33.52	A	34.57	A:R						
USGS	271538082002301	1997-01-30		34.01	A	35.06	A:R						
USGS	271538082002301	1997-01-31		34.37	A	35.42	A:R						
USGS	271538082002301	1997-02-01		34.57	A	35.62	A:R						
USGS	271538082002301	1997-02-02		34.73	A	35.78	A:R						
USGS	271538082002301	1997-02-03		34.76	A	35.81	A:R						
USGS	271538082002301	1997-02-04		34.00	A	35.05	A:R						
USGS	271538082002301	1997-02-05		34.33	A	35.38	A:R						
USGS	271538082002301	1997-02-06		34.79	A	35.84	A:R						
USGS	271538082002301	1997-02-07		35.12	A	36.17	A:R						
USGS	271538082002301	1997-02-08		35.40	A	36.45	A:R						
USGS	271538082002301	1997-02-09		35.71	A	36.76	A:R						
USGS	271538082002301	1997-02-10		35.77	A	36.82	A:R						
USGS	271538082002301	1997-02-11		35.59	A	36.64	A:R						
USGS	271538082002301	1997-02-12		34.44	A	35.49	A:R						
USGS	271538082002301	1997-02-13		34.23	A	35.28	A:R						
USGS	271538082002301	1997-02-14		34.49	A	35.54	A:R						
USGS	271538082002301	1997-02-15		34.84	A	35.89	A:R						
USGS	271538082002301	1997-02-16		35.31	A	36.36	A:R						
USGS	271538082002301	1997-02-17		35.53	A	36.58	A:R						
USGS	271538082002301	1997-02-18		35.71	A	36.76	A:R						
USGS	271538082002301	1997-02-19		35.83	A	36.88	A:R						
USGS	271538082002301	1997-02-20		35.87	A	36.92	A:R						
USGS	271538082002301	1997-02-21		35.74	A	36.79	A:R						
USGS	271538082002301	1997-02-22		35.53	A	36.58	A:R						
USGS	271538082002301	1997-02-23		35.36	A	36.41	A:R						
USGS	271538082002301	1997-02-24		35.30	A	36.35	A:R						
USGS	271538082002301	1997-02-25		34.76	A	35.81	A:R						
USGS	271538082002301	1997-02-26		34.85	A	35.90	A:R						
USGS	271538082002301	1997-02-27		34.93	A	35.98	A:R						
USGS	271538082002301	1997-02-28		34.82	A	35.87	A:R						
USGS	271538082002301	1997-03-01		34.81	A	35.86	A:R						
USGS	271538082002301	1997-03-02		34.96	A	36.01	A:R						
USGS	271538082002301	1997-03-03		35.04	A	36.09	A:R						
USGS	271538082002301	1997-03-04		34.60	A	35.65	A:R						
USGS	271538082002301	1997-03-05		33.56	A	34.61	A:R						
USGS	271538082002301	1997-03-06		33.29	A	34.34	A:R						
USGS	271538082002301	1997-03-07		33.05	A	34.10	A:R						
USGS	271538082002301	1997-03-08		32.35	A	33.40	A:R						
USGS	271538082002301	1997-03-09		32.50	A	33.55	A:R						
USGS	271538082002301	1997-03-10		32.62	A	33.67	A:R						
USGS	271538082002301	1997-03-11		32.53	A	33.58	A:R						
USGS	271538082002301	1997-03-12		31.20	A	32.25	A:R						
USGS	271538082002301	1997-03-12 13:25	UTC									27.22	1:A
USGS	271538082002301	1997-03-13		31.15	A	32.20	A:R						
USGS	271538082002301	1997-03-14		31.83	A	32.88	A:R						
USGS	271538082002301	1997-03-15		32.37	A	33.42	A:R						
USGS	271538082002301	1997-03-16		32.85	A	33.90	A:R						
USGS	271538082002301	1997-03-17		33.29	A	34.34	A:R						
USGS	271538082002301	1997-03-18		33.61	A	34.66	A:R						
USGS	271538082002301	1997-03-19		33.89	A	34.94	A:R						
USGS	271538082002301	1997-03-20		34.04	A	35.09	A:R						
USGS	271538082002301	1997-03-21		34.30	A	35.35	A:R						
USGS	271538082002301	1997-03-22		34.48	A	35.53	A:R						
USGS	271538082002301	1997-03-23		34.65	A	35.70	A:R						
USGS	271538082002301	1997-03-24		34.72	A	35.77	A:R						
USGS	271538082002301	1997-03-25		34.58	A	35.63	A:R						
USGS	271538082002301	1997-03-26		33.80	A	34.85	A:R						
USGS	271538082002301	1997-03-27		33.76	A	34.81	A:R						
USGS	271538082002301	1997-03-28		33.32	A	34.37	A:R						
USGS	271538082002301	1997-03-29		33.32	A	34.37	A:R						
USGS	271538082002301	1997-03-30		33.37	A	34.42	A:R						
USGS	271538082002301	1997-03-31		33.45	A	34.50	A:R						
USGS	271538082002301	1997-04-01		33.47	A	34.52	A:R						
USGS	271538082002301	1997-04-02		33.14	A	34.19	A:R						
USGS	271538082002301	1997-04-03		32.73	A	33.78	A:R						
USGS	271538082002301	1997-04-04		32.22	A	33.27	A:R						
USGS	271538082002301	1997-04-05		32.15	A	33.20	A:R						
USGS	271538082002301	1997-04-06		32.24	A	33.29	A:R						
USGS	271538082002301	1997-04-07		32.07	A	33.12	A:R						
USGS	271538082002301	1997-04-08		31.79	A	32.84	A:R						
USGS	271538082002301	1997-04-09		30.86	A	31.91	A:R						
USGS	271538082002301	1997-04-10		31.15	A	32.20	A:R						
USGS	271538082002301	1997-04-11		31.41	A	32.46	A:R						
USGS	271538082002301	1997-04-12		32.10	A	33.15	A:R						
USGS	271538082002301	1997-04-13		32.66	A	33.71	A:R						
USGS	271538082002301	1997-04-14		33.17	A	34.22	A:R						
USGS	271538082002301	1997-04-15		33.66	A	34.71	A:R						
USGS	271538082002301	1997-04-16		34.14	A	35.19	A:R						
USGS	271538082002301	1997-04-17		34.58	A	35.63	A:R						
USGS	271538082002301	1997-04-18		34.85	A	35.90	A:R						
USGS	271538082002301	1997-04-19		35.18	A	36.23	A:R						
USGS	271538082002301	1997-04-20		35.45	A	36.50	A:R						
USGS	271538082002301	1997-04-21		35.49	A	36.54	A:R						
USGS	271538082002301	1997-04-22		35.44	A	36.49	A:R						
USGS	271538082002301	1997-04-23		35.60	A	36.65	A:R						
USGS	271538082002301	1997-04-24		35.81	A	36.86	A:R						
USGS	271538082002301	1997-04-25		36.05	A	37.10	A:R						
USGS	271538082002301	1997-04-26		36.44	A	37.49	A:R						
USGS	271538082002301	1997-04-27		36.79	A	37.84	A:R						
USGS	271538082002301	1997-04-28		37.10	A	38.15	A:R						
USGS	271538082002301	1997-04-29		37.29	A	38.34	A:R						
USGS	271538082002301	1997-04-29 15:25	UTC									20.92	1:A
USGS	271538082002301	1997-04-30		37.50	A	38.55	A:R						
USGS	271538082002301	1997-05-01		37.68	A	38.73	A:R						
USGS	271538082002301	1997-05-02		37.80	A	38.85	A:R						
USGS	271538082002301	1997-05-03		37.90	A	38.95	A:R						
USGS	271538082002301	1997-05-04		37.98	A	39.03	A:R						
USGS	271538082002301	1997-05-05		38.05	A	39.10	A:R						
USGS	271538082002301	1997-05-06		38.19	A	39.24	A:R						
USGS	271538082002301	1997-05-07		38.21	A	39.26	A:R						
USGS	271538082002301	1997-05-08		38.14	A	39.19	A:R						
USGS	271538082002301	1997-05-09		37.76	A	38.81	A:R						
USGS	271538082002301	1997-05-10		37.71	A	38.76	A:R						
USGS	271538082002301	1997-05-11		37.69	A	38.74	A:R						
USGS	271538082002301	1997-05-12		37.99	A	39.04	A:R						
USGS	271538082002301	1997-05-13		38.10	A	39.15	A:R						
USGS	271538082002301	1997-05-14		38.19	A	39.24	A:R						
USGS	271538082002301	1997-05-15		38.38	A	39.43	A:R						
USGS	271538082002301	1997-05-16		38.55	A	39.60	A:R						
USGS	271538082002301	1997-05-17		38.70	A	39.75	A:R						
USGS	271538082002301	1997-05-18		38.85	A	39.90	A:R						
USGS	271538082002301	1997-05-19		38.99	A	40.04	A:R						
USGS	271538082002301	1997-05-20		39.11	A	40.16	A:R						
USGS	271538082002301	1997-05-21		39.15	A	40.20	A:R						
USGS	271538082002301	1997-05-22		39.12	A	40.17	A:R						
USGS	271538082002301	1997-05-23		38.92	A	39.97	A:R						
USGS	271538082002301	1997-05-24		39.09	A	40.14	A:R						
USGS	271538082002301	1997-05-25		39.25	A	40.30	A:R						
USGS	271538082002301	1997-05-26		39.26	A	40.31	A:R						
USGS	271538082002301	1997-05-27		39.24	A	40.29	A:R						
USGS	271538082002301	1997-05-28		39.15	A	40.20	A:R						
USGS	271538082002301	1997-05-29		38.99	A	40.04	A:R						
USGS	271538082002301	1997-05-30		38.99	A	40.04	A:R						
USGS	271538082002301	1997-05-31		39.02	A	40.07	A:R						
USGS	271538082002301	1997-06-01		39.23	A	40.28	A:R						
USGS	271538082002301	1997-06-02		39.47	A	40.52	A:R						
USGS	271538082002301	1997-06-03		39.57	A	40.62	A:R						
USGS	271538082002301	1997-06-04		39.76	A	40.81	A:R						
USGS	271538082002301	1997-06-05		39.78	A	40.83	A:R						
USGS	271538082002301	1997-06-06		39.75	A	40.80	A:R						
USGS	271538082002301	1997-06-07		39.41	A	40.46	A:R						
USGS	271538082002301	1997-06-08		39.36	A	40.41	A:R						
USGS	271538082002301	1997-06-09		39.56	A	40.61	A:R						
USGS	271538082002301	1997-06-10		39.71	A	40.76	A:R						
USGS	271538082002301	1997-06-11		39.81	A	40.86	A:R						
USGS	271538082002301	1997-06-12		39.89	A	40.94	A:R						
USGS	271538082002301	1997-06-13		39.93	A	40.98	A:R						
USGS	271538082002301	1997-06-14		40.05	A	41.10	A:R						
USGS	271538082002301	1997-06-15		40.21	A	41.26	A:R						
USGS	271538082002301	1997-06-16		40.30	A	41.35	A:R						
USGS	271538082002301	1997-06-17		40.24	A	41.29	A:R						
USGS	271538082002301	1997-06-18		39.96	A	41.01	A:R						
USGS	271538082002301	1997-06-19		39.53	A	40.58	A:R						
USGS	271538082002301	1997-06-20		38.90	A	39.95	A:R						
USGS	271538082002301	1997-06-21		38.73	A	39.78	A:R						
USGS	271538082002301	1997-06-22		38.92	A	39.97	A:R						
USGS	271538082002301	1997-06-23		39.03	A	40.08	A:R						
USGS	271538082002301	1997-06-24		39.11	A	40.16	A:R						
USGS	271538082002301	1997-06-25		39.40	A	40.45	A:R						
USGS	271538082002301	1997-06-25 14:00	UTC									18.87	1:A
USGS	271538082002301	1997-06-26		39.66	A	40.71	A:R						
USGS	271538082002301	1997-06-27		39.84	A	40.89	A:R						
USGS	271538082002301	1997-06-28		40.06	A	41.11	A:R						
USGS	271538082002301	1997-06-29		40.19	A	41.24	A:R						
USGS	271538082002301	1997-06-30		40.25	A	41.30	A:R						
USGS	271538082002301	1997-07-01		40.32	A	41.37	A:R						
USGS	271538082002301	1997-07-02		40.39	A	41.44	A:R						
USGS	271538082002301	1997-07-03		40.38	A	41.43	A:R						
USGS	271538082002301	1997-07-04		40.31	A	41.36	A:R						
USGS	271538082002301	1997-07-05		40.44	A	41.49	A:R						
USGS	271538082002301	1997-07-06		40.61	A	41.66	A:R						
USGS	271538082002301	1997-07-07		40.71	A	41.76	A:R						
USGS	271538082002301	1997-07-08		40.84	A	41.89	A:R						
USGS	271538082002301	1997-07-09		40.98	A	42.03	A:R						
USGS	271538082002301	1997-07-10		41.07	A	42.12	A:R						
USGS	271538082002301	1997-07-11		41.12	A	42.17	A:R						
USGS	271538082002301	1997-07-12		41.30	A	42.35	A:R						
USGS	271538082002301	1997-07-13		41.48	A	42.53	A:R						
USGS	271538082002301	1997-07-14		41.57	A	42.62	A:R						
USGS	271538082002301	1997-07-15		41.62	A	42.67	A:R						
USGS	271538082002301	1997-07-16		41.73	A	42.78	A:R						
USGS	271538082002301	1997-07-17		41.85	A	42.90	A:R						
USGS	271538082002301	1997-07-18		41.91	A	42.96	A:R						
USGS	271538082002301	1997-07-19		41.98	A	43.03	A:R						
USGS	271538082002301	1997-07-20		42.10	A	43.15	A:R						
USGS	271538082002301	1997-07-21		42.22	A	43.27	A:R						
USGS	271538082002301	1997-07-22		42.32	A	43.37	A:R						
USGS	271538082002301	1997-07-23		42.37	A	43.42	A:R						
USGS	271538082002301	1997-07-24		42.44	A	43.49	A:R						
USGS	271538082002301	1997-07-25		42.52	A	43.57	A:R						
USGS	271538082002301	1997-07-26		42.56	A	43.61	A:R						
USGS	271538082002301	1997-07-27		42.68	A	43.73	A:R						
USGS	271538082002301	1997-07-28		42.75	A	43.80	A:R						
USGS	271538082002301	1997-07-29		42.78	A	43.83	A:R						
USGS	271538082002301	1997-07-30		42.80	A	43.85	A:R						
USGS	271538082002301	1997-07-31		42.76	A	43.81	A:R						
USGS	271538082002301	1997-08-01		42.79	A	43.84	A:R						
USGS	271538082002301	1997-08-02		42.92	A	43.97	A:R						
USGS	271538082002301	1997-08-03		42.98	A	44.03	A:R						
USGS	271538082002301	1997-08-04		43.12	A	44.17	A:R						
USGS	271538082002301	1997-08-05		43.24	A	44.29	A:R						
USGS	271538082002301	1997-08-06		43.27	A	44.32	A:R						
USGS	271538082002301	1997-08-07		43.35	A	44.40	A:R						
USGS	271538082002301	1997-08-08		43.35	A	44.40	A:R						
USGS	271538082002301	1997-08-08 14:44	UTC									14.77	1:A
USGS	271538082002301	1997-08-09		43.44	A	44.49	A:R						
USGS	271538082002301	1997-08-10		43.50	A	44.55	A:R						
USGS	271538082002301	1997-08-11		43.54	A	44.59	A:R						
USGS	271538082002301	1997-08-12		43.57	A	44.62	A:R						
USGS	271538082002301	1997-08-13		43.61	A	44.66	A:R						
USGS	271538082002301	1997-08-14		43.61	A	44.66	A:R						
USGS	271538082002301	1997-08-15		43.60	A	44.65	A:R						
USGS	271538082002301	1997-08-16		43.31	A	44.36	A:R						
USGS	271538082002301	1997-08-17		43.52	A	44.57	A:R						
USGS	271538082002301	1997-08-18		43.58	A	44.63	A:R						
USGS	271538082002301	1997-08-19		43.55	A	44.60	A:R						
USGS	271538082002301	1997-08-20		43.55	A	44.60	A:R						
USGS	271538082002301	1997-08-21		43.52	A	44.57	A:R						
USGS	271538082002301	1997-08-22		43.47	A	44.52	A:R						
USGS	271538082002301	1997-08-23		43.48	A	44.53	A:R						
USGS	271538082002301	1997-08-24		43.55	A	44.60	A:R						
USGS	271538082002301	1997-08-25		43.60	A	44.65	A:R						
USGS	271538082002301	1997-08-26		43.56	A	44.61	A:R						
USGS	271538082002301	1997-08-27		43.47	A	44.52	A:R						
USGS	271538082002301	1997-08-28		42.89	A	43.94	A:R						
USGS	271538082002301	1997-08-29		42.90	A	43.95	A:R						
USGS	271538082002301	1997-08-30		41.53	A	42.58	A:R						
USGS	271538082002301	1997-08-31		41.85	A	42.90	A:R						
USGS	271538082002301	1997-09-01		41.84	A	42.89	A:R						
USGS	271538082002301	1997-09-02		41.98	A	43.03	A:R						
USGS	271538082002301	1997-09-03		42.04	A	43.09	A:R						
USGS	271538082002301	1997-09-04		41.98	A	43.03	A:R						
USGS	271538082002301	1997-09-05		41.84	A	42.89	A:R						
USGS	271538082002301	1997-09-06		41.64	A	42.69	A:R						
USGS	271538082002301	1997-09-07		41.67	A	42.72	A:R						
USGS	271538082002301	1997-09-08		41.60	A	42.65	A:R						
USGS	271538082002301	1997-09-09		40.61	A	41.66	A:R						
USGS	271538082002301	1997-09-10		40.48	A	41.53	A:R						
USGS	271538082002301	1997-09-11		40.38	A	41.43	A:R						
USGS	271538082002301	1997-09-12		40.39	A	41.44	A:R						
USGS	271538082002301	1997-09-13		40.53	A	41.58	A:R						
USGS	271538082002301	1997-09-14		40.62	A	41.67	A:R						
USGS	271538082002301	1997-09-15		40.75	A	41.80	A:R						
USGS	271538082002301	1997-09-16		40.77	A	41.82	A:R						
USGS	271538082002301	1997-09-17		40.78	A	41.83	A:R						
USGS	271538082002301	1997-09-18		40.34	A	41.39	A:R						
USGS	271538082002301	1997-09-19		40.23	A	41.28	A:R						
USGS	271538082002301	1997-09-20		40.19	A	41.24	A:R						
USGS	271538082002301	1997-09-21		40.29	A	41.34	A:R						
USGS	271538082002301	1997-09-22		40.27	A	41.32	A:R						
USGS	271538082002301	1997-09-23		39.58	A	40.63	A:R						
USGS	271538082002301	1997-09-24		39.85	A	40.90	A:R						
USGS	271538082002301	1997-09-25		40.14	A	41.19	A:R						
USGS	271538082002301	1997-09-26		40.50	A	41.55	A:R						
USGS	271538082002301	1997-09-27		40.92	A	41.97	A:R						
USGS	271538082002301	1997-09-28		41.12	A	42.17	A:R						
USGS	271538082002301	1997-09-29		41.28	A	42.33	A:R						
USGS	271538082002301	1997-09-30		41.44	A	42.49	A:R						
USGS	271538082002301	1997-10-01		41.63	A	42.68	A:R						
USGS	271538082002301	1997-10-02		41.79	A	42.84	A:R						
USGS	271538082002301	1997-10-03		41.89	A	42.94	A:R						
USGS	271538082002301	1997-10-03 18:30	UTC									16.32	1:A
USGS	271538082002301	1997-10-04		41.98	A	43.03	A:R						
USGS	271538082002301	1997-10-05		42.05	A	43.10	A:R						
USGS	271538082002301	1997-10-06		42.13	A	43.18	A:R						
USGS	271538082002301	1997-10-07		42.19	A	43.24	A:R						
USGS	271538082002301	1997-10-08		41.82	A	42.87	A:R						
USGS	271538082002301	1997-10-09		41.71	A	42.76	A:R						
USGS	271538082002301	1997-10-10		41.61	A	42.66	A:R						
USGS	271538082002301	1997-10-11		41.59	A	42.64	A:R						
USGS	271538082002301	1997-10-12		41.64	A	42.69	A:R						
USGS	271538082002301	1997-10-13		41.61	A	42.66	A:R						
USGS	271538082002301	1997-10-14		40.85	A	41.90	A:R						
USGS	271538082002301	1997-10-15		40.12	A	41.17	A:R						
USGS	271538082002301	1997-10-16		40.03	A	41.08	A:R						
USGS	271538082002301	1997-10-17		39.86	A	40.91	A:R						
USGS	271538082002301	1997-10-18		40.04	A	41.09	A:R						
USGS	271538082002301	1997-10-19		40.26	A	41.31	A:R						
USGS	271538082002301	1997-10-20		40.39	A	41.44	A:R						
USGS	271538082002301	1997-10-21		40.27	A	41.32	A:R						
USGS	271538082002301	1997-10-22		39.28	A	40.33	A:R						
