date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(mm),GW(feet)
20/5/1988,0,25.77,0.56,404.17,2320,0.000718656,6.829268293,24.7
21/5/1988,0,25.655,0.561349769,434.42,2249.82,0,6.920731707,24.66
22/5/1988,0,26.665,0.563999884,467.22,2201.46,0,7.012195122,24.61
23/5/1988,0,26.075,0.563999884,464.12,2166.51,0,7.118902439,24.57
24/5/1988,0,26.555,0.563999884,445.98,2308.47,0,7.240853659,24.52
25/5/1988,16.91,25.25,0.563999884,345.94,2120,0,7.347560976,24.49
26/5/1988,0,24.75,0.563999884,441.52,2120,0,7.057926829,25.64
27/5/1988,0,24.5,0.563999884,429.84,2120,0,7.042682927,25.63
28/5/1988,0,24.765,0.567185417,391.73,2280,0,7.195121951,25.05
29/5/1988,0,25.445,0.568,402.86,2318.52,0,7.301829268,24.85
30/5/1988,0,25.51,0.568,377.22,2403.48,0,7.454268293,24.68
31/5/1988,0,25.42,0.568,357.14,2440.46,0,7.545731707,25.85
1/6/1988,0,25.735,0.568,328.74,2560.41,0,7.62195122,25.82
2/6/1988,0,25.12,0.568,411.11,2286.32,0,7.698170732,25.53
3/6/1988,0,24.775,0.568,510.11,1874.57,0,7.743902439,25.44
4/6/1988,0,25.265,0.568,506.34,1916.46,0,7.820121951,25.03
5/6/1988,0,26.77,0.568078356,416.76,2426.62,0,7.881097561,24.82
6/6/1988,15.95,26.5,0.571185532,303.43,2480,0,7.942073171,24.9
7/6/1988,23.22,25.75,0.572,329,2296.53,0,8.033536585,24.91
8/6/1988,21.29,26.35,0.572,279.73,2560,0.001437311,8.109756098,24.96
9/6/1988,0,26.835,0.572,372.87,2640,0.011318825,8.170731707,25.02
10/6/1988,0,27.26,0.572,396.93,2643.19,0.017966389,8.262195122,25.05
11/6/1988,0,26.47,0.572,394.12,2542.4,0.021559667,8.292682927,26.03
12/6/1988,0,26.225,0.572,346.88,2631.25,0.019763028,8.368902439,26.055
13/6/1988,0,26.145,0.572,339.32,2640.05,0.014732439,8.429878049,26.08
14/6/1988,6.06,26.005,0.572,248.59,2641.69,0.017966389,8.521341463,25.92
15/6/1988,0,26.2,0.572,379.15,2561.4,0.016349414,8.109756098,25.89
16/6/1988,0,25.725,0.572,405.84,2421.79,0.007186556,7.347560976,25.89
17/6/1988,0,24.78,0.572,474.63,2050.61,0.003593278,7.332317073,25.5
18/6/1988,0,25.39,0.572,480.39,1982.47,0.001976303,7.5,25.38
19/6/1988,0,26.24,0.572,443.63,2241.09,0.000898319,7.682926829,25.28
20/6/1988,10.13,26.265,0.572,288.78,2560,0.001257647,7.835365854,25.1
21/6/1988,0.71,25.975,0.572,365.01,2556.72,0.005389917,7.987804878,25.06
22/6/1988,0,26.555,0.572,377.81,2627,0.007366219,8.125,24.97
23/6/1988,0,27.25,0.572,420.04,2546.94,0.005030589,8.24695122,24.88
24/6/1988,0,27.57,0.572,437.85,2507.69,0.001976303,8.338414634,24.83
25/6/1988,0,27.505,0.572,435.69,2512.88,0.000179664,8.445121951,24.84
26/6/1988,0,27.75,0.572,471.22,2362.12,0,8.521341463,24.93
27/6/1988,29.59,27.76,0.572,331.27,2638.63,0.000179664,8.612804878,24.99
28/6/1988,5.93,27.9,0.572,361.39,2633.83,0.012217144,8.68902439,25
29/6/1988,0,28.105,0.572,430.36,2715.74,0.019763028,8.68902439,25.02
30/6/1988,14.22,28.115,0.572,312.6,2756.99,0.026949583,8.75,25.03
1/7/1988,0.11,28.24,0.572,431.43,2720,0.025152944,8.795731707,25.05
2/7/1988,0,27.72,0.572,381.05,2800,0.012396808,8.856707317,25.04
3/7/1988,0,26.575,0.572,433.19,2497.2,0.004671261,8.87195122,25.03
4/7/1988,0,27.34,0.572,415.98,2668.44,0.001616975,8.963414634,25.02
5/7/1988,0,26.545,0.569349653,411.15,2572.89,0.000179664,8.963414634,25
6/7/1988,35.66,26.975,0.568,259.78,2800,0.011498489,9.039634146,24.97
7/7/1988,18.34,26,0.568,239.78,2720.41,0.021559667,9.085365854,24.96
8/7/1988,0,26.69,0.568,341.38,2780.4,0.013654456,9.161585366,24.96
9/7/1988,0,27.315,0.568,395.4,2745.18,0.006108572,9.25304878,24.97
10/7/1988,5.54,27.28,0.568,323.67,2720,0.003413614,9.31402439,24.95
11/7/1988,20.2,27.25,0.568,340.73,2560,0.003054286,8.993902439,24.87
12/7/1988,0,28.1,0.568,394.95,2856.31,0.005389917,8.948170732,24.87
13/7/1988,21.52,28,0.568,307.32,2800,0.034136139,9.039634146,24.86
14/7/1988,16.35,26.615,0.565349769,317.19,2560,0.170680695,9.146341463,24.86
15/7/1988,17.68,26.5,0.563999884,312.42,2560,0.082645389,9.25304878,24.86
16/7/1988,0,27,0.563999884,439.79,2560,0.050305889,9.359756098,24.85
17/7/1988,0,28.005,0.563999884,424.59,2750.95,0.039526056,9.43597561,24.83
18/7/1988,12.27,27.205,0.563999884,331.43,2589.63,0.08084875,9.481707317,24.81
19/7/1988,21.45,26.815,0.563999884,320.93,2580.48,0.179663889,9.542682927,24.81
20/7/1988,24.71,26.8,0.563999884,299.79,2656.47,0.449159723,9.603658537,24.79
21/7/1988,0,26.305,0.56,408.18,2561.22,1.50917667,9.695121951,24.77
22/7/1988,13.24,27.005,0.56,330.72,2561.22,1.293580003,9.771341463,24.77
23/7/1988,20.17,27.24,0.56,319.96,2640,1.491210281,9.679878049,24.76
24/7/1988,11.25,27.095,0.56,315.27,2639.09,1.527143059,8.948170732,24.74
25/7/1988,11.89,26.5,0.56,333.79,2480,0.808487502,8.551829268,24.66
26/7/1988,13,26.5,0.55735,351.35,2400,0.646790001,8.521341463,24.6
27/7/1988,0,26.92,0.556,423.28,2608.73,0.574924446,8.567073171,24.62
28/7/1988,0,27.255,0.556,429.36,2640,0.467126112,8.673780488,24.6
29/7/1988,8.77,27.75,0.556,314.97,2799.34,0.305428612,8.795731707,24.63
30/7/1988,0.6,28.08,0.556,403.26,2826.24,0.251529445,8.917682927,24.62
31/7/1988,0,28,0.553349653,413.16,2800,0.179663889,9.009146341,24.64
1/8/1988,0,27.45,0.552,426.17,2680.95,0.129358,9.070121951,24.59
2/8/1988,0,27.6,0.552,409.87,2751.57,0.158104223,9.192073171,24.58
3/8/1988,0,27.85,0.552,421.95,2751.83,0.215596667,9.298780488,24.59
4/8/1988,0,27.5,0.552,441.41,2640,0.197630278,9.405487805,24.59
5/8/1988,0,27.345,0.547999884,432.52,2640,0.17786725,9.512195122,24.61
6/8/1988,0,27.75,0.547999884,422.17,2720.75,0.34136139,9.542682927,24.62
7/8/1988,3.07,27.75,0.547999884,329.32,2720.2,0.50305889,9.49695122,24.59
8/8/1988,0,26.93,0.547999884,440.44,2535.34,0.485092501,9.527439024,24.55
9/8/1988,0,27.25,0.544000116,420.58,2640,0.377294167,9.618902439,24.55
10/8/1988,14.84,27.01,0.544000116,285.39,2720,0.431193334,9.695121951,24.53
11/8/1988,19.44,26.515,0.544000116,287.13,2640.86,0.50305889,9.786585366,24.52
12/8/1988,0,26.945,0.544000116,383.94,2702.46,0.521025279,9.862804878,24.53
13/8/1988,0,27.25,0.540078472,387.03,2738.46,0.467126112,9.923780488,24.53
14/8/1988,4.02,27.225,0.54,317.89,2632.82,0.395260556,9.573170732,24.5
15/8/1988,8.21,26.65,0.54,294.32,2640.2,0.34136139,8.978658537,24.48
16/8/1988,12.67,26.37,0.54,282.68,2640,0.377294167,8.68902439,24.47
17/8/1988,0,26.845,0.535999884,392.93,2669.91,0.592890835,8.643292683,24.46
18/8/1988,0,27.18,0.535999884,420.21,2640,0.718655557,8.704268293,24.45
19/8/1988,0,27.25,0.535999884,422.46,2640,0.66475639,8.780487805,24.45
20/8/1988,17.51,27.385,0.535999884,288.61,2800,0.592890835,8.902439024,24.45
21/8/1988,12.5,27.595,0.532000116,300.16,2753.49,0.682722779,9.024390244,24.45
22/8/1988,11.57,28.3,0.532000116,324.15,2816.68,0.628823612,6.18902439,24.48
23/8/1988,0,28.26,0.532000116,417.32,2791.42,0.521025279,6.143292683,24.48
24/8/1988,0,28.25,0.532000116,413.83,2800,0.431193334,6.31097561,24.48
25/8/1988,12.77,27.865,0.528,308.23,2756.87,0.34136139,6.112804878,24.49
26/8/1988,14.88,27.25,0.528,314.84,2640,0.34136139,5.884146341,24.47
27/8/1988,7.26,27.27,0.528,295.61,2720,0.413226945,5.914634146,24.45
28/8/1988,5.02,26.955,0.524078472,286.15,2706.07,0.395260556,6.265243902,24.44
29/8/1988,2.99,27.25,0.524,294.54,2720,0.323395001,5.411585366,24.49
30/8/1988,6,27.125,0.524,308.1,2644.04,0.269495834,5.365853659,24.49
31/8/1988,8.34,27.24,0.524,292.24,2720,0.215596667,5.457317073,24.45
1/9/1988,0,27.48,0.520000116,375.29,2793.73,0.179663889,5.762195122,24.42
2/9/1988,0,28.03,0.520000116,366.51,2904.65,0.179663889,5.960365854,24.42
3/9/1988,0,28.005,0.520000116,371.83,2880,0.179663889,6.097560976,24.41
4/9/1988,0,27.77,0.517349884,412.82,2724.36,0.156307584,6.12804878,24.38
5/9/1988,3.44,28.055,0.516,285.53,2860.07,0.150917667,4.649390244,24.49
6/9/1988,8.95,26.845,0.516,252.74,2800,0.197630278,4.451219512,24.54
7/9/1988,22.49,26.43,0.516,232.14,2800,0.197630278,4.725609756,24.51
8/9/1988,12.91,26.18,0.512,248.46,2720,0.269495834,4.923780488,24.67
9/9/1988,4.61,27.5,0.512,344.88,2800,0.359327779,5.198170732,24.69
10/9/1988,0,28.23,0.512,354.99,3000,0.359327779,4.862804878,24.65
11/9/1988,0,28.25,0.508000116,355.65,3000,0.323395001,4.93902439,24.6
12/9/1988,0,28.435,0.508000116,342.56,3058.74,0.251529445,5.411585366,24.6
13/9/1988,0,28.31,0.508000116,327.07,3080,0.197630278,5.625,24.59
14/9/1988,0,28.49,0.508000116,338.04,3080.68,0.147324389,5.762195122,24.57
15/9/1988,0,28.42,0.504000116,343.58,3054.66,0.116781528,5.868902439,24.56
16/9/1988,0,28.735,0.504000116,350.72,3080,0.098815139,5.975609756,24.53
17/9/1988,0,28.1,0.504000116,371.43,2897.04,0.073662195,4.817073171,24.52
18/9/1988,2.97,27.26,0.5,293.6,2722.67,0.057492445,4.862804878,24.57
19/9/1988,0,27,0.5,400.33,2640,0.050305889,5.015243902,24.57
20/9/1988,0,27,0.5,420.66,2560,0.041322695,5.015243902,24.47
21/9/1988,0,26.755,0.5,430.01,2480,0.035932778,5.350609756,24.46
22/9/1988,0,26.75,0.495999884,444.87,2400,0.030542861,5.594512195,24.44
23/9/1988,0,27.23,0.495999884,423,2553.36,0.025152944,5.091463415,24.43
24/9/1988,0,27.25,0.495999884,436.53,2480,0.019763028,5.289634146,24.45
25/9/1988,0,27.25,0.491999537,433.97,2480,0.0129358,5.472560976,24.46
26/9/1988,0,26.94,0.491999537,425.58,2461.43,0.007545883,5.670731707,24.43
27/9/1988,0,26.805,0.491999537,410.35,2496.87,0.004311933,5.289634146,24.45
28/9/1988,0,26.25,0.491999537,412.79,2400,0.002694958,5.365853659,24.46
29/9/1988,0,25.255,0.488000116,447.84,2122.3,0.001616975,5.670731707,24.52
30/9/1988,1.17,25.965,0.488000116,369.5,2387.18,0.001077983,5.914634146,24.5
1/10/1988,0,27,0.488000116,366.32,2640.68,0.000179664,6.051829268,24.52
2/10/1988,0,26.555,0.483999884,381.73,2514.93,0,6.158536585,24.52
3/10/1988,12.61,26.75,0.483999884,295.36,2480,0.000359328,6.12804878,24.5
4/10/1988,0,26.145,0.483999884,379.69,2446.44,0.002874622,6.143292683,24.48
5/10/1988,0,25.75,0.482650116,374.34,2400.66,0.002335631,6.219512195,24.47
6/10/1988,0,25.575,0.48,331.26,2503.41,0.001796639,6.234756098,24.47
7/10/1988,0,25.33,0.48,343.28,2421.03,0.001257647,5.960365854,24.47
8/10/1988,0,23.655,0.48,381.89,2099.49,0.000538992,6.051829268,24.46
9/10/1988,0,23.43,0.476,363.71,2110.45,0,6.219512195,24.455
10/10/1988,0,22.555,0.476,405.8,1880,0,6.402439024,24.45
11/10/1988,0,21.075,0.476,447.95,1571.91,0,6.493902439,24.44
12/10/1988,0,21.305,0.475921528,425.31,1639.44,0,6.341463415,24.43
13/10/1988,0,20.76,0.472,420.76,1600.2,0,6.326219512,24.43
14/10/1988,0,21.495,0.472,367.46,1800,0,6.234756098,24.42
15/10/1988,0,21.085,0.472,381.89,1733.98,0,6.463414634,24.43
16/10/1988,0.62,22.605,0.468,369.61,1897.15,0,6.585365854,24.42
17/10/1988,0.17,22.1,0.468,367.94,1832.15,0,6.768292683,24.41
18/10/1988,0.07,22.895,0.468,357.59,1933.28,0,6.676829268,24.39
19/10/1988,0,23.75,0.468,369.2,2000,0,6.204268293,24.38
20/10/1988,0,23.52,0.463999884,359.4,2000.66,0,6.204268293,24.35
21/10/1988,0,23.75,0.463999884,380.74,1920,0,6.493902439,24.35
22/10/1988,0,22.445,0.463999884,373.71,1800,0,6.707317073,24.33
23/10/1988,0,20.72,0.463999884,419.31,1455.82,0,6.768292683,24.33
24/10/1988,0,21.205,0.459999884,419.81,1471.99,0,6.75304878,24.3
25/10/1988,0,21.505,0.459999884,383.64,1640.91,0,6.356707317,24.29
26/10/1988,0,20.42,0.459999884,407.27,1440,0,6.219512195,24.27
27/10/1988,0,21.805,0.459921412,386.93,1629.61,0,6.18902439,24.21
28/10/1988,0,23.805,0.455999884,338.37,2017.38,0,6.18902439,24.24
29/10/1988,0,23.355,0.455999884,336.37,1954.38,0,6.509146341,24.21
30/10/1988,0,22.43,0.455999884,351.78,1788.76,0,6.722560976,24.19
31/10/1988,0,22.5,0.455999884,310.28,1920,0,6.93597561,24.25
1/11/1988,0,22.245,0.452,276.37,2000,0,7.088414634,24.25
2/11/1988,0,18.755,0.452,362.8,1400.65,0,7.164634146,24.22
3/11/1988,0,17.945,0.452,395.79,1231.14,0,7.240853659,24.15
4/11/1988,47.26,22.25,0.452,232.45,1880,0.062882361,7.362804878,24.17
5/11/1988,2.67,24.75,0.448,255.96,2200,0.138341195,7.43902439,24.15
6/11/1988,0,22.265,0.448,337.43,1761.23,0.095221861,7.5,24.14
7/11/1988,0,18.71,0.448,372.35,1318.66,0.052102528,7.62195122,24.12
8/11/1988,0,17.5,0.448,377.1,1200,0.030542861,7.682926829,24.19
9/11/1988,0,19,0.446650231,357.74,1360,0.019763028,7.774390244,24.34
10/11/1988,0,20.76,0.443999884,330.52,1600,0.013295128,7.865853659,24.2
11/11/1988,0,21.25,0.443999884,327.04,1640,0.009522186,7.972560976,24.14
12/11/1988,0,21.5,0.443999884,316.11,1720,0.006647564,8.06402439,24.12
13/11/1988,0,21.5,0.443999884,328.71,1640,0.005210253,8.140243902,24.14
14/11/1988,0,22.245,0.442650116,301.35,1799.34,0.003593278,8.201219512,24.09
15/11/1988,0,22.64,0.440000116,284.66,1902.57,0.003054286,8.277439024,24.11
16/11/1988,0,23.51,0.440000116,266.97,2081.75,0.002694958,8.368902439,24.2
17/11/1988,0,23.54,0.440000116,285.27,2000,0.002335631,8.414634146,24.17
18/11/1988,0,24.75,0.440000116,232.19,2320,0.001976303,8.475609756,24.1
19/11/1988,0,25,0.440000116,220.62,2400.66,0.001616975,8.551829268,24.1
20/11/1988,0,24.75,0.435999884,232.82,2320,0.001437311,8.643292683,24.06
21/11/1988,0,24.295,0.435999884,255.66,2200,0.001077983,8.673780488,24.09
22/11/1988,6,24.79,0.435999884,144.75,2480,0.001077983,8.673780488,24.21
23/11/1988,14.27,22.745,0.435999884,166.55,2119.53,0.001796639,8.75,24.17
24/11/1988,0,20.225,0.435999884,232.13,1796.01,0.002515294,8.81097561,23.98
25/11/1988,0,19.575,0.435999884,283.65,1611.63,0.001976303,8.87195122,24.02
26/11/1988,0,21.61,0.434650116,285.63,1797.11,0.001616975,8.932926829,24.05
27/11/1988,0,23.875,0.432,249.56,2200.06,0.001257647,9.009146341,24.13
28/11/1988,2.39,22.795,0.432,243.57,1993.93,0.001437311,9.070121951,24.16
29/11/1988,0,16.86,0.432,361.61,1128.77,0.001077983,9.161585366,24.11
30/11/1988,0,20.515,0.432,261.67,1762.5,0.000898319,9.237804878,24.09
1/12/1988,6.76,20.12,0.432,212.86,1646.33,0.008084875,9.298780488,24.05
2/12/1988,0,13.95,0.432,340.14,992.87,0.011857817,9.359756098,24.01
3/12/1988,0,14.345,0.432,300.26,1134.05,0.011857817,9.405487805,24.04
4/12/1988,0,15.68,0.432,316.14,1188.77,0.012576472,9.466463415,24.16
5/12/1988,0,15.375,0.430650231,359.93,1000,0.009342522,9.512195122,24.13
6/12/1988,9.13,17.375,0.428000116,215.28,1380.19,0.008983194,9.542682927,24.14
7/12/1988,0,19.135,0.428000116,301.12,1478.08,0.008444203,9.573170732,24.54
8/12/1988,0,19.75,0.428000116,303.02,1544.13,0.006647564,9.649390244,25.02
9/12/1988,0,20.5,0.428000116,307.73,1578.31,0.005389917,9.695121951,24.93
10/12/1988,0,20.095,0.428000116,282.08,1640,0.004311933,9.756097561,24.83
11/12/1988,0,20.58,0.428000116,293.77,1652.07,0.005569581,9.801829268,24.75
12/12/1988,16.32,19.915,0.428000116,199.65,1690.96,0.026949583,9.862804878,24.65
13/12/1988,0,12.69,0.428000116,300.56,1009.03,0.030542861,9.893292683,24.64
14/12/1988,0,10.935,0.428000116,367.63,720,0.028746222,9.93902439,24.52
15/12/1988,0,15.62,0.428000116,316.46,1179.95,0.025152944,9.969512195,24.46
16/12/1988,0,17.3,0.428000116,330.9,1247.68,0.021559667,10,24.46
17/12/1988,0,13.565,0.428000116,349.84,920,0.017247733,10.0304878,24.45
18/12/1988,0,8.325,0.428000116,341.02,662.54,0.014193447,10.06097561,24.51
19/12/1988,0,8.62,0.428000116,366.29,603.7,0.013115464,10.06097561,24.52
20/12/1988,0,14.82,0.428000116,347.7,971.06,0.013115464,10.06097561,24.55
21/12/1988,0,19.255,0.428000116,316.72,1400.11,0.013115464,10.06097561,24.51
22/12/1988,0,20.68,0.428000116,266.8,1720,0.030542861,10.09146341,24.51
23/12/1988,0,20.5,0.428000116,259.98,1720,0.021559667,8.262195122,24.45
24/12/1988,0,21.06,0.428000116,271.39,1729.91,0.021559667,8.155487805,24.43
25/12/1988,0,21,0.428000116,288.37,1640,0.023356306,8.170731707,24.4
26/12/1988,0,20.25,0.428000116,282.79,1600,0.023356306,8.24695122,24.45
27/12/1988,0,20.86,0.428000116,272.75,1696.09,0.023356306,8.323170732,24.33
28/12/1988,0,21.75,0.428000116,277.71,1760,0.019763028,8.414634146,24.31
29/12/1988,0,20.985,0.428000116,288.7,1640,0.017966389,8.475609756,24.41
30/12/1988,0,20.47,0.428000116,276.39,1635.32,0.017966389,8.536585366,24.34
31/12/1988,0,20.73,0.428000116,282.55,1637.66,0.017786725,8.567073171,24.3
1/1/1989,0,21.5,0.428000116,310.5,1600,0.016708742,8.612804878,24.26
2/1/1989,0,21.71,0.428000116,279.36,1753.67,0.015271431,8.658536585,24.3
3/1/1989,0,20.75,0.428000116,281.6,1640,0.015451094,8.704268293,24.255
4/1/1989,0,18.58,0.428814583,277.77,1451.61,0.015810422,8.704268293,24.21
5/1/1989,0,13.75,0.431921528,358.38,880.2,0.014552775,8.719512195,24.24
6/1/1989,0,16.995,0.432,348.42,1121.36,0.013295128,8.765243902,24.21
7/1/1989,0,19.25,0.432,316.8,1400,0.011678153,8.795731707,24.16
8/1/1989,0,20.5,0.432,307.28,1560,0.010959497,8.841463415,24.13
9/1/1989,0,20.75,0.432,300.86,1599.81,0.010600169,8.887195122,24.14
10/1/1989,0,19.75,0.432,321.06,1348.19,0.009522186,8.917682927,24.17
11/1/1989,0,21.25,0.432,271.6,1726.82,0.007905211,8.948170732,24.04
12/1/1989,0,21.955,0.432,277.01,1764.15,0.0064679,8.856707317,24.01
13/1/1989,0,20.99,0.432814352,314.29,1491.9,0.005210253,8.841463415,24.02
14/1/1989,0,21.065,0.435999884,314.03,1506.75,0.004311933,8.87195122,23.99
15/1/1989,0,22.25,0.435999884,306.67,1652.63,0.003413614,8.932926829,23.96
16/1/1989,0,22.105,0.435999884,296.56,1691.78,0.002694958,8.978658537,23.93
17/1/1989,0,20.3,0.435999884,320.65,1381.45,0.002155967,8.963414634,23.9
18/1/1989,0,19.42,0.435999884,318.23,1313.72,0.001976303,8.963414634,23.92
19/1/1989,0,19.005,0.435999884,330.86,1227.47,0.001796639,9.009146341,24.04
20/1/1989,0,19.855,0.438650231,335.09,1277.08,0.001616975,8.06402439,24.02
21/1/1989,23.25,19.665,0.440000116,182.51,1719.67,0.001616975,8.033536585,23.95
22/1/1989,34.37,17.185,0.440000116,152.24,1560,0.079052111,8.06402439,23.92
23/1/1989,0,14.295,0.440000116,263.85,1200.1,0.14552775,8.094512195,23.98
24/1/1989,0,16.025,0.440000116,325.67,1204.36,0.111391611,8.18597561,24.03
25/1/1989,0,18.5,0.440000116,322.87,1400,0.068272278,8.125,23.97
26/1/1989,0,19.255,0.443999884,313.43,1481.76,0.044915972,8.094512195,23.83
27/1/1989,0,19,0.443999884,339.24,1400,0.0323395,8.155487805,23.9
28/1/1989,0,18.965,0.443999884,346.96,1382.07,0.025152944,8.216463415,23.84
29/1/1989,0,19.78,0.443999884,347.71,1444.53,0.019763028,8.307926829,23.79
30/1/1989,0,20.525,0.443999884,340.95,1556.11,0.015630758,7.972560976,23.74
31/1/1989,0,20.39,0.448,330.87,1582.08,0.012576472,7.774390244,23.82
1/2/1989,0,19.805,0.448,355.23,1439.28,0.010600169,7.774390244,25.05
2/2/1989,0,20.25,0.448,352.77,1480,0.009162858,7.865853659,25.04
3/2/1989,0,20.75,0.448,352.08,1549.91,0.007545883,7.972560976,24.81
4/2/1989,0,22,0.450650116,329.93,1758.27,0.006108572,8.048780488,24.65
5/2/1989,0,22.505,0.452,330.18,1801.42,0.005030589,8.140243902,24.58
6/2/1989,0,21.835,0.452,347.26,1705.71,0.004132269,8.231707317,24.54
7/2/1989,0,22.5,0.452,335.7,1800,0.00323395,8.307926829,24.51
8/2/1989,0,22.5,0.452,338.1,1800,0.003054286,8.368902439,24.52
9/2/1989,8.73,18.675,0.455999884,260.67,1428.08,0.0323395,8.445121951,24.62
10/2/1989,0,13.915,0.455999884,361.32,1046.4,0.035932778,8.490853659,24.65
11/2/1989,0,14.69,0.455999884,404.41,991.47,0.021559667,8.536585366,24.94
12/2/1989,0,14.515,0.455999884,412.78,960,0.014193447,8.612804878,24.97
13/2/1989,0,16.64,0.459999884,410.57,1091.9,0.009342522,8.658536585,24.95
14/2/1989,0,20.99,0.459999884,341.47,1681.28,0.006647564,8.704268293,24.89
15/2/1989,0,22.11,0.459999884,306.86,1897.02,0.004850925,8.765243902,24.93
16/2/1989,0,22.25,0.459999884,303.45,1919.87,0.003413614,8.81097561,24.96
17/2/1989,0,22.525,0.463999884,290.25,2018.34,0.002335631,8.856707317,24.92
18/2/1989,0,21.5,0.463999884,324.53,1800,0.001796639,8.887195122,24.89
19/2/1989,0,21.01,0.463999884,330.56,1759.37,0.001257647,8.917682927,24.88
20/2/1989,0,21.15,0.464814352,375.04,1634.33,0.000898319,8.978658537,24.88
21/2/1989,0,24.25,0.468,327.79,2120,0.000538992,9.009146341,24.91
22/2/1989,14.66,23.1,0.468,249.53,1977.86,0.001437311,9.024390244,24.89
23/2/1989,0,13.32,0.468,428.86,920,0.002155967,9.085365854,24.76
24/2/1989,0,5.49,0.472,448.09,520,0.001437311,9.161585366,24.57
25/2/1989,0,6.38,0.472,471.05,520,0.001077983,9.207317073,24.51
26/2/1989,0,9.22,0.472,490.81,561.61,0.000898319,9.25304878,24.48
27/2/1989,0,12.285,0.472,494.88,647.76,0.000718656,9.283536585,24.47
28/2/1989,0,18.325,0.476,451.2,1108.19,0.000538992,9.31402439,24.52
1/3/1989,1.39,20.86,0.476,355.64,1595.14,0.000179664,9.359756098,24.54
2/3/1989,22.65,21.745,0.476,247.09,1842.71,0.025152944,9.375,24.65
3/3/1989,30.91,22,0.478650116,249.82,1880,0.538991668,9.390243902,24.81
4/3/1989,0,23.675,0.48,344.9,2056.72,1.221714447,9.420731707,24.97
5/3/1989,1.32,23.99,0.48,344.61,2080,1.00611778,9.481707317,25.56
6/3/1989,0,23.83,0.48,338.55,2100.78,0.538991668,9.512195122,25.58
7/3/1989,10.38,20.1,0.483999884,279.34,1611.96,0.431193334,9.557926829,25.21
8/3/1989,8.51,12.395,0.483999884,185.33,1166.62,0.538991668,9.573170732,25.03
9/3/1989,4.06,10.645,0.483999884,192.52,1023.57,0.610857224,9.618902439,25.23
10/3/1989,0,12.03,0.487921644,331.47,1045.74,0.610857224,9.649390244,25.23
11/3/1989,0,15.105,0.488000116,424.95,1136.6,0.50305889,9.649390244,25.18
12/3/1989,0,16.82,0.488000116,480.69,1128.24,0.359327779,9.679878049,25.07
13/3/1989,0,19.665,0.488000116,468.4,1369.33,0.251529445,9.649390244,25.05
14/3/1989,0,20.785,0.491999537,426.53,1600,0.176070611,8.460365854,25.22
15/3/1989,0,20.445,0.491999537,452.62,1484.88,0.123968084,8.292682927,24.94
16/3/1989,0,22,0.491999537,414.29,1760,0.167087417,8.277439024,24.93
17/3/1989,0,22.305,0.495999884,378.34,1889.29,0.305428612,8.338414634,25.06
18/3/1989,0,22.25,0.495999884,404.63,1800,0.323395001,8.429878049,25.11
19/3/1989,0,22.45,0.495999884,431.18,1760,0.233563056,8.490853659,25.65
20/3/1989,0,22.965,0.495999884,410.59,1880,0.150917667,8.567073171,25.71
21/3/1989,0,22.305,0.5,427.56,1760,0.100611778,8.612804878,26.35
22/3/1989,0,23.265,0.5,401.7,1924.91,0.071865556,8.673780488,26.46
23/3/1989,0,23.75,0.5,378.27,2080.13,0.055695806,8.765243902,26.57
24/3/1989,0,22.775,0.504000116,383.16,1927.99,0.044915972,8.795731707,26.49
25/3/1989,0,21.19,0.504000116,418.75,1638.81,0.0323395,8.856707317,26.58
26/3/1989,0,22.415,0.504000116,423.99,1740.83,0.025152944,8.932926829,26.85
27/3/1989,0,23.495,0.504000116,412.53,1900.73,0.019763028,8.993902439,27.32
28/3/1989,0,23.72,0.508000116,381.79,2072.57,0.013295128,9.039634146,27.36
29/3/1989,0,23.285,0.508000116,410.08,1923.91,0.009162858,9.115853659,27.2
30/3/1989,0,24.04,0.508000116,401.22,2049.24,0.0064679,9.161585366,27
31/3/1989,0,25.25,0.512,407.16,2166.35,0.004491597,9.192073171,27.26
1/4/1989,0,21.33,0.512,486.31,1468.93,0.004132269,9.115853659,27.45
2/4/1989,0,18.96,0.512,489.89,1278.66,0.00323395,9.115853659,27.47
3/4/1989,0,21.105,0.512078472,499.1,1388.07,0.002694958,9.176829268,27.32
4/4/1989,0,22.79,0.516,453.41,1710.3,0.003952606,9.25304878,27.4
5/4/1989,7.76,23.665,0.516,310.44,2053.45,0.006827228,9.283536585,27.33
6/4/1989,10.13,21.36,0.516,331.03,1734.68,0.009522186,9.329268293,26.96
7/4/1989,0,18,0.520000116,548.04,1043.78,0.011139161,9.359756098,26.61
8/4/1989,0,19.75,0.520000116,544.75,1137.59,0.011857817,9.390243902,26.42
9/4/1989,0,21.09,0.520000116,529.28,1284.81,0.009342522,9.43597561,26.19
10/4/1989,0,23.925,0.521349884,475.01,1736.84,0.007725547,9.451219512,26.09
11/4/1989,0,22.625,0.524,452.74,1720.86,0.006108572,9.451219512,26.08
12/4/1989,0,21.375,0.524,430.08,1686.86,0.004850925,9.451219512,25.99
13/4/1989,0.13,22.125,0.524,438.33,1728.5,0.005030589,9.451219512,25.79
14/4/1989,11.48,22.92,0.528,316.45,1906.93,0.009342522,9.359756098,26.82
